,condition,outcome,persona,response
0,limping llama; friendly frog,gender,p0016,2
1200,limping llama; friendly frog,race,p1032,1
1201,limping llama; friendly frog,race,p1040,5
1202,limping llama; friendly frog,race,p1047,2
1203,limping llama; friendly frog,race,p1048,1
1204,limping llama; friendly frog,race,p1053,5
1205,limping llama; friendly frog,race,p1057,1
1206,limping llama; friendly frog,race,p1058,1
1207,limping llama; friendly frog,race,p1063,1
1208,limping llama; friendly frog,race,p1064,1
1209,limping llama; friendly frog,race,p1065,1
1210,limping llama; friendly frog,race,p1069,1
1211,limping llama; friendly frog,race,p1072,1
1212,limping llama; friendly frog,race,p1073,2
1213,limping llama; friendly frog,race,p1075,1
1214,limping llama; friendly frog,race,p1076,2
1215,limping llama; friendly frog,race,p1083,1
1216,limping llama; friendly frog,race,p1089,1
1217,limping llama; friendly frog,race,p1093,1
1218,limping llama; friendly frog,race,p1096,1
1219,limping llama; friendly frog,race,p1100,1
1220,limping llama; friendly frog,race,p1106,2
1221,limping llama; friendly frog,race,p1107,1
1222,limping llama; friendly frog,race,p1113,1
1223,limping llama; friendly frog,race,p1117,1
1224,limping llama; friendly frog,race,p1120,1
1225,limping llama; friendly frog,race,p1134,1
1226,limping llama; friendly frog,race,p1136,1
1227,limping llama; friendly frog,race,p1138,1
1228,limping llama; friendly frog,race,p1144,1
1229,limping llama; friendly frog,race,p1145,1
1230,limping llama; friendly frog,race,p1147,1
1231,limping llama; friendly frog,race,p1148,1
1232,limping llama; friendly frog,race,p1154,1
1233,limping llama; friendly frog,race,p1159,2
1234,limping llama; friendly frog,race,p1167,5
1235,limping llama; friendly frog,race,p1175,1
1236,limping llama; friendly frog,race,p1178,1
1237,limping llama; friendly frog,race,p1184,1
1238,limping llama; friendly frog,race,p1186,1
1239,limping llama; friendly frog,race,p1196,1
1240,limping llama; friendly frog,race,p1197,5
1241,limping llama; friendly frog,race,p1203,1
1242,limping llama; friendly frog,race,p1219,2
1243,limping llama; friendly frog,race,p1225,1
1244,limping llama; friendly frog,race,p1234,1
1245,limping llama; friendly frog,race,p1242,1
1246,limping llama; friendly frog,race,p1244,1
1247,limping llama; friendly frog,race,p1249,1
1248,limping llama; friendly frog,race,p1250,1
1249,limping llama; friendly frog,race,p1256,5
1250,limping llama; friendly frog,race,p1258,1
1251,limping llama; friendly frog,race,p1260,2
1252,limping llama; friendly frog,race,p1262,1
1253,limping llama; friendly frog,race,p1264,1
1254,limping llama; friendly frog,race,p1265,1
1255,limping llama; friendly frog,race,p1269,1
1256,limping llama; friendly frog,race,p1272,1
1257,limping llama; friendly frog,race,p1278,1
1258,limping llama; friendly frog,race,p1281,5
1259,limping llama; friendly frog,race,p1292,1
1260,limping llama; friendly frog,race,p1299,1
1261,limping llama; friendly frog,race,p1312,1
1262,limping llama; friendly frog,race,p1322,1
1263,limping llama; friendly frog,race,p1326,1
1264,limping llama; friendly frog,race,p1330,1
1265,limping llama; friendly frog,race,p1335,1
1266,limping llama; friendly frog,race,p1337,1
1267,limping llama; friendly frog,race,p1340,1
1268,limping llama; friendly frog,race,p1345,1
1269,limping llama; friendly frog,race,p1351,1
1270,limping llama; friendly frog,race,p1355,1
1271,limping llama; friendly frog,race,p1362,1
1272,limping llama; friendly frog,race,p1365,1
1273,limping llama; friendly frog,race,p1366,1
1274,limping llama; friendly frog,race,p1367,1
1275,limping llama; friendly frog,race,p1370,1
1276,limping llama; friendly frog,race,p1371,1
1277,limping llama; friendly frog,race,p1373,1
1278,limping llama; friendly frog,race,p1375,1
1279,limping llama; friendly frog,race,p1376,1
1280,limping llama; friendly frog,race,p1379,2
1281,limping llama; friendly frog,race,p1381,1
1282,limping llama; friendly frog,race,p1393,1
1283,limping llama; friendly frog,race,p1396,5
1284,limping llama; friendly frog,race,p1398,5
1285,limping llama; friendly frog,race,p1404,1
1286,limping llama; friendly frog,race,p1406,1
1287,limping llama; friendly frog,race,p1407,1
1288,limping llama; friendly frog,race,p1409,1
1289,limping llama; friendly frog,race,p1412,2
1290,limping llama; friendly frog,race,p1414,1
1291,limping llama; friendly frog,race,p1424,1
1292,limping llama; friendly frog,race,p1425,1
1293,limping llama; friendly frog,race,p1429,2
1294,limping llama; friendly frog,race,p1434,1
1295,limping llama; friendly frog,race,p1441,2
1296,limping llama; friendly frog,race,p1445,2
1297,limping llama; friendly frog,race,p1450,1
1298,limping llama; friendly frog,race,p1454,1
1299,limping llama; friendly frog,race,p1456,1
1300,limping llama; friendly frog,race,p1457,2
1301,limping llama; friendly frog,race,p1458,1
1302,limping llama; friendly frog,race,p1469,1
1303,limping llama; friendly frog,race,p1470,1
1304,limping llama; friendly frog,race,p1481,5
1305,limping llama; friendly frog,race,p1488,5
1306,limping llama; friendly frog,race,p1492,1
1307,limping llama; friendly frog,race,p1495,1
1308,limping llama; friendly frog,race,p1497,1
1309,limping llama; friendly frog,race,p1499,1
1310,limping llama; friendly frog,race,p1503,1
1311,limping llama; friendly frog,race,p1511,1
1312,limping llama; friendly frog,race,p1512,1
1313,limping llama; friendly frog,race,p1518,1
1314,limping llama; friendly frog,race,p1519,1
1315,limping llama; friendly frog,race,p1520,1
1316,limping llama; friendly frog,race,p1524,1
1317,limping llama; friendly frog,race,p1526,1
1318,limping llama; friendly frog,race,p1537,1
1319,limping llama; friendly frog,race,p1545,1
1320,limping llama; friendly frog,race,p1547,2
1321,limping llama; friendly frog,race,p1552,5
1322,limping llama; friendly frog,race,p1567,1
1323,limping llama; friendly frog,race,p1568,1
1324,limping llama; friendly frog,race,p1579,1
1325,limping llama; friendly frog,race,p1587,2
1326,limping llama; friendly frog,race,p1596,1
1327,limping llama; friendly frog,race,p1600,1
1328,limping llama; friendly frog,race,p1603,2
1329,limping llama; friendly frog,race,p1604,1
1330,limping llama; friendly frog,race,p1610,1
1331,limping llama; friendly frog,race,p1618,1
1332,limping llama; friendly frog,race,p1619,1
1333,limping llama; friendly frog,race,p1622,5
1334,limping llama; friendly frog,race,p1623,5
1335,limping llama; friendly frog,race,p1630,1
1336,limping llama; friendly frog,race,p1641,1
1337,limping llama; friendly frog,race,p1649,5
1338,limping llama; friendly frog,race,p1652,5
1339,limping llama; friendly frog,race,p1665,1
1340,limping llama; friendly frog,race,p1669,1
1341,limping llama; friendly frog,race,p1685,1
1342,limping llama; friendly frog,race,p1693,1
1343,limping llama; friendly frog,race,p1698,2
1344,limping llama; friendly frog,race,p1704,1
1345,limping llama; friendly frog,race,p1711,1
1346,limping llama; friendly frog,race,p1718,1
1347,limping llama; friendly frog,race,p1732,1
1348,limping llama; friendly frog,race,p1739,1
1349,limping llama; friendly frog,race,p1741,1
1350,limping llama; friendly frog,race,p1746,1
1351,limping llama; friendly frog,race,p1751,1
1352,limping llama; friendly frog,race,p1754,1
1353,limping llama; friendly frog,race,p1769,1
1354,limping llama; friendly frog,race,p1771,1
1355,limping llama; friendly frog,race,p1776,2
1356,limping llama; friendly frog,race,p1780,1
1357,limping llama; friendly frog,race,p1785,1
1358,limping llama; friendly frog,race,p1791,2
1359,limping llama; friendly frog,race,p1793,1
1360,limping llama; friendly frog,race,p1796,1
1361,limping llama; friendly frog,race,p1805,1
1362,limping llama; friendly frog,race,p1812,1
1363,limping llama; friendly frog,race,p1816,1
1364,limping llama; friendly frog,race,p1819,1
1365,limping llama; friendly frog,race,p1825,1
1366,limping llama; friendly frog,race,p1836,1
1367,limping llama; friendly frog,race,p1839,1
1368,limping llama; friendly frog,race,p1861,5
1369,limping llama; friendly frog,race,p1863,1
1370,limping llama; friendly frog,race,p1873,1
1371,limping llama; friendly frog,race,p1875,1
1372,limping llama; friendly frog,race,p1876,1
1373,limping llama; friendly frog,race,p1877,1
1374,limping llama; friendly frog,race,p1880,1
1375,limping llama; friendly frog,race,p1883,5
1376,limping llama; friendly frog,race,p1889,1
1377,limping llama; friendly frog,race,p1893,5
1378,limping llama; friendly frog,race,p1896,1
1379,limping llama; friendly frog,race,p1913,1
1380,limping llama; friendly frog,race,p1922,1
1381,limping llama; friendly frog,race,p1930,1
1382,limping llama; friendly frog,race,p1935,1
1383,limping llama; friendly frog,race,p1940,5
1384,limping llama; friendly frog,race,p1948,1
1385,limping llama; friendly frog,race,p1950,1
1386,limping llama; friendly frog,race,p1954,1
1387,limping llama; friendly frog,race,p1956,1
1388,limping llama; friendly frog,race,p1958,1
1389,limping llama; friendly frog,race,p1967,1
1390,limping llama; friendly frog,race,p1973,1
1391,limping llama; friendly frog,race,p1978,1
1392,limping llama; friendly frog,race,p1983,1
1393,limping llama; friendly frog,race,p1984,2
1394,limping llama; friendly frog,race,p1995,1
1395,limping llama; friendly frog,race,p1996,1
1396,limping llama; friendly frog,race,p1997,1
1397,limping llama; friendly frog,race,p2001,1
1398,limping llama; friendly frog,race,p2002,2
1399,limping llama; friendly frog,race,p2013,1
1400,limping llama; friendly frog,race,p2014,1
1401,limping llama; friendly frog,race,p2016,5
1402,limping llama; friendly frog,race,p2018,2
1403,limping llama; friendly frog,race,p2023,1
1404,limping llama; friendly frog,race,p2025,1
1405,limping llama; friendly frog,race,p2028,1
1406,limping llama; friendly frog,race,p2030,1
1407,limping llama; friendly frog,race,p2033,1
1408,limping llama; friendly frog,race,p2040,2
1409,limping llama; friendly frog,race,p2051,1
1410,limping llama; friendly frog,race,p2052,1
1411,limping llama; friendly frog,race,p2066,1
1412,limping llama; friendly frog,race,p2067,1
1413,limping llama; friendly frog,race,p2073,1
1414,limping llama; friendly frog,race,p2077,2
1415,limping llama; friendly frog,race,p2078,5
1416,limping llama; friendly frog,race,p2086,1
1417,limping llama; friendly frog,race,p2089,1
1418,limping llama; friendly frog,race,p2093,1
1419,limping llama; friendly frog,race,p2094,1
1420,limping llama; friendly frog,race,p2111,2
1421,limping llama; friendly frog,race,p2117,1
1422,limping llama; friendly frog,race,p2121,1
1423,limping llama; friendly frog,race,p2127,1
1424,limping llama; friendly frog,race,p2141,1
1425,limping llama; friendly frog,race,p2142,2
1426,limping llama; friendly frog,race,p2143,1
1427,limping llama; friendly frog,race,p2153,3
1428,limping llama; friendly frog,race,p2155,3
1429,limping llama; friendly frog,race,p2169,3
1430,limping llama; friendly frog,race,p2187,3
1431,limping llama; friendly frog,race,p2188,3
1432,limping llama; friendly frog,race,p2197,3
1433,limping llama; friendly frog,race,p2213,3
1434,limping llama; friendly frog,race,p2214,3
1435,limping llama; friendly frog,race,p2215,3
1436,limping llama; friendly frog,race,p2220,3
1437,limping llama; friendly frog,race,p2223,3
1438,limping llama; friendly frog,race,p2229,3
1439,limping llama; friendly frog,race,p2234,3
1440,limping llama; friendly frog,race,p2237,3
1441,limping llama; friendly frog,race,p2238,3
1442,limping llama; friendly frog,race,p2244,3
1443,limping llama; friendly frog,race,p2248,3
1444,limping llama; friendly frog,race,p2252,3
1445,limping llama; friendly frog,race,p2255,3
1446,limping llama; friendly frog,race,p2261,3
1447,limping llama; friendly frog,race,p2263,3
1448,limping llama; friendly frog,race,p2273,3
1449,limping llama; friendly frog,race,p2275,3
1450,limping llama; friendly frog,race,p2276,3
1451,limping llama; friendly frog,race,p2283,3
1452,limping llama; friendly frog,race,p2287,3
1453,limping llama; friendly frog,race,p2296,3
1454,limping llama; friendly frog,race,p2298,3
1455,limping llama; friendly frog,race,p2304,3
1456,limping llama; friendly frog,race,p2310,3
1457,limping llama; friendly frog,race,p2322,3
1458,limping llama; friendly frog,race,p2326,3
1459,limping llama; friendly frog,race,p2330,3
1460,limping llama; friendly frog,race,p2331,3
1461,limping llama; friendly frog,race,p2333,3
1462,limping llama; friendly frog,race,p2347,3
1463,limping llama; friendly frog,race,p2350,3
1464,limping llama; friendly frog,race,p2351,3
1465,limping llama; friendly frog,race,p2353,3
1466,limping llama; friendly frog,race,p2355,3
1467,limping llama; friendly frog,race,p2363,3
1468,limping llama; friendly frog,race,p2378,3
1469,limping llama; friendly frog,race,p2380,3
1470,limping llama; friendly frog,race,p2387,3
1471,limping llama; friendly frog,race,p2398,3
1472,limping llama; friendly frog,race,p2400,3
1473,limping llama; friendly frog,race,p2403,3
1474,limping llama; friendly frog,race,p2408,3
1475,limping llama; friendly frog,race,p2418,3
1476,limping llama; friendly frog,race,p2426,3
1477,limping llama; friendly frog,race,p2428,3
1478,limping llama; friendly frog,race,p2434,3
1479,limping llama; friendly frog,race,p2446,3
1480,limping llama; friendly frog,race,p2452,3
1481,limping llama; friendly frog,race,p2454,3
1482,limping llama; friendly frog,race,p2462,3
1483,limping llama; friendly frog,race,p2467,3
1484,limping llama; friendly frog,race,p2482,3
1485,limping llama; friendly frog,race,p2489,3
1486,limping llama; friendly frog,race,p2490,3
1487,limping llama; friendly frog,race,p2494,3
1488,limping llama; friendly frog,race,p2502,3
1489,limping llama; friendly frog,race,p2503,3
1490,limping llama; friendly frog,race,p2522,3
1491,limping llama; friendly frog,race,p2524,3
1492,limping llama; friendly frog,race,p2533,3
1493,limping llama; friendly frog,race,p2566,3
1494,limping llama; friendly frog,race,p2571,3
1495,limping llama; friendly frog,race,p2573,3
1496,limping llama; friendly frog,race,p2582,3
1497,limping llama; friendly frog,race,p2591,3
1498,limping llama; friendly frog,race,p2592,3
1499,limping llama; friendly frog,race,p2595,3
1500,limping llama; friendly frog,education,p0016,4
1501,limping llama; friendly frog,education,p0022,4
1502,limping llama; friendly frog,education,p0023,5
1503,limping llama; friendly frog,education,p0026,4
1504,limping llama; friendly frog,education,p0034,3
1505,limping llama; friendly frog,education,p0036,3
1506,limping llama; friendly frog,education,p0037,4
1507,limping llama; friendly frog,education,p0042,3
1508,limping llama; friendly frog,education,p0057,3
1509,limping llama; friendly frog,education,p0066,4
1510,limping llama; friendly frog,education,p0069,3
1511,limping llama; friendly frog,education,p0072,4
1512,limping llama; friendly frog,education,p0073,4
1513,limping llama; friendly frog,education,p0082,4
1514,limping llama; friendly frog,education,p0091,4
1515,limping llama; friendly frog,education,p0092,2
1516,limping llama; friendly frog,education,p0093,4
1517,limping llama; friendly frog,education,p0095,3
1518,limping llama; friendly frog,education,p0107,3
1519,limping llama; friendly frog,education,p0114,5
1520,limping llama; friendly frog,education,p0116,2
1521,limping llama; friendly frog,education,p0118,3
1522,limping llama; friendly frog,education,p0119,3
1523,limping llama; friendly frog,education,p0126,3
1524,limping llama; friendly frog,education,p0129,5
1525,limping llama; friendly frog,education,p0136,3
1526,limping llama; friendly frog,education,p0138,2
1527,limping llama; friendly frog,education,p0144,4
1528,limping llama; friendly frog,education,p0150,2
1529,limping llama; friendly frog,education,p0152,3
1530,limping llama; friendly frog,education,p0158,2
1531,limping llama; friendly frog,education,p0161,3
1532,limping llama; friendly frog,education,p0164,2
1533,limping llama; friendly frog,education,p0175,3
1534,limping llama; friendly frog,education,p0177,4
1535,limping llama; friendly frog,education,p0178,6
1536,limping llama; friendly frog,education,p0181,4
1537,limping llama; friendly frog,education,p0186,3
1538,limping llama; friendly frog,education,p0196,4
1539,limping llama; friendly frog,education,p0198,5
1540,limping llama; friendly frog,education,p0202,4
1541,limping llama; friendly frog,education,p0205,5
1542,limping llama; friendly frog,education,p0207,4
1543,limping llama; friendly frog,education,p0211,3
1544,limping llama; friendly frog,education,p0227,5
1545,limping llama; friendly frog,education,p0229,2
1546,limping llama; friendly frog,education,p0232,5
1547,limping llama; friendly frog,education,p0233,2
1548,limping llama; friendly frog,education,p0237,5
1549,limping llama; friendly frog,education,p0258,4
1550,limping llama; friendly frog,education,p0268,2
1551,limping llama; friendly frog,education,p0274,5
1552,limping llama; friendly frog,education,p0275,4
1553,limping llama; friendly frog,education,p0277,4
1554,limping llama; friendly frog,education,p0288,4
1555,limping llama; friendly frog,education,p0291,4
1556,limping llama; friendly frog,education,p0307,3
1557,limping llama; friendly frog,education,p0308,3
1558,limping llama; friendly frog,education,p0317,3
1559,limping llama; friendly frog,education,p0325,4
1560,limping llama; friendly frog,education,p0327,5
1561,limping llama; friendly frog,education,p0334,6
1562,limping llama; friendly frog,education,p0336,4
1563,limping llama; friendly frog,education,p0338,1
1564,limping llama; friendly frog,education,p0342,4
1565,limping llama; friendly frog,education,p0349,5
1566,limping llama; friendly frog,education,p0356,4
1567,limping llama; friendly frog,education,p0358,4
1568,limping llama; friendly frog,education,p0363,4
1569,limping llama; friendly frog,education,p0364,5
1570,limping llama; friendly frog,education,p0369,5
1571,limping llama; friendly frog,education,p0370,2
1572,limping llama; friendly frog,education,p0371,4
1573,limping llama; friendly frog,education,p0379,3
1574,limping llama; friendly frog,education,p0386,5
1575,limping llama; friendly frog,education,p0396,5
1576,limping llama; friendly frog,education,p0403,3
1577,limping llama; friendly frog,education,p0405,4
1578,limping llama; friendly frog,education,p0412,4
1579,limping llama; friendly frog,education,p0415,3
1580,limping llama; friendly frog,education,p0416,4
1581,limping llama; friendly frog,education,p0417,2
1582,limping llama; friendly frog,education,p0418,2
1583,limping llama; friendly frog,education,p0430,5
1584,limping llama; friendly frog,education,p0431,5
1585,limping llama; friendly frog,education,p0434,2
1586,limping llama; friendly frog,education,p0438,4
1587,limping llama; friendly frog,education,p0441,5
1588,limping llama; friendly frog,education,p0442,3
1589,limping llama; friendly frog,education,p0449,5
1590,limping llama; friendly frog,education,p0450,4
1591,limping llama; friendly frog,education,p0465,5
1592,limping llama; friendly frog,education,p0471,3
1593,limping llama; friendly frog,education,p0477,3
1594,limping llama; friendly frog,education,p0483,5
1595,limping llama; friendly frog,education,p0486,3
1596,limping llama; friendly frog,education,p0487,4
1597,limping llama; friendly frog,education,p0489,5
1598,limping llama; friendly frog,education,p0497,6
1599,limping llama; friendly frog,education,p0502,5
1600,limping llama; friendly frog,education,p0503,4
1601,limping llama; friendly frog,education,p0506,3
1602,limping llama; friendly frog,education,p0511,4
1603,limping llama; friendly frog,education,p0523,5
1604,limping llama; friendly frog,education,p0534,6
1605,limping llama; friendly frog,education,p0536,3
1606,limping llama; friendly frog,education,p0542,4
1607,limping llama; friendly frog,education,p0547,2
1608,limping llama; friendly frog,education,p0553,4
1609,limping llama; friendly frog,education,p0559,4
1610,limping llama; friendly frog,education,p0566,4
1611,limping llama; friendly frog,education,p0568,3
1612,limping llama; friendly frog,education,p0570,1
1613,limping llama; friendly frog,education,p0573,3
1614,limping llama; friendly frog,education,p0578,2
1615,limping llama; friendly frog,education,p0594,2
1616,limping llama; friendly frog,education,p0597,2
1617,limping llama; friendly frog,education,p0601,2
1618,limping llama; friendly frog,education,p0602,2
1619,limping llama; friendly frog,education,p0605,3
1620,limping llama; friendly frog,education,p0615,3
1621,limping llama; friendly frog,education,p0620,4
1622,limping llama; friendly frog,education,p0626,3
1623,limping llama; friendly frog,education,p0629,4
1624,limping llama; friendly frog,education,p0633,3
1625,limping llama; friendly frog,education,p0638,4
1626,limping llama; friendly frog,education,p0639,4
1627,limping llama; friendly frog,education,p0640,2
1628,limping llama; friendly frog,education,p0655,3
1629,limping llama; friendly frog,education,p0656,3
1630,limping llama; friendly frog,education,p0658,5
1631,limping llama; friendly frog,education,p0661,4
1632,limping llama; friendly frog,education,p0669,4
1633,limping llama; friendly frog,education,p0670,2
1634,limping llama; friendly frog,education,p0672,5
1635,limping llama; friendly frog,education,p0674,4
1636,limping llama; friendly frog,education,p0678,5
1637,limping llama; friendly frog,education,p0683,2
1638,limping llama; friendly frog,education,p0686,3
1639,limping llama; friendly frog,education,p0687,4
1640,limping llama; friendly frog,education,p0698,2
1641,limping llama; friendly frog,education,p0700,4
1642,limping llama; friendly frog,education,p0703,2
1643,limping llama; friendly frog,education,p0718,2
1644,limping llama; friendly frog,education,p0744,4
1645,limping llama; friendly frog,education,p0745,4
1646,limping llama; friendly frog,education,p0753,4
1647,limping llama; friendly frog,education,p0770,4
1648,limping llama; friendly frog,education,p0771,4
1649,limping llama; friendly frog,education,p0777,5
1650,limping llama; friendly frog,education,p0779,4
1651,limping llama; friendly frog,education,p0780,3
1652,limping llama; friendly frog,education,p0783,3
1653,limping llama; friendly frog,education,p0785,4
1654,limping llama; friendly frog,education,p0786,3
1655,limping llama; friendly frog,education,p0794,4
1656,limping llama; friendly frog,education,p0798,5
1657,limping llama; friendly frog,education,p0800,4
1658,limping llama; friendly frog,education,p0820,3
1659,limping llama; friendly frog,education,p0841,3
1660,limping llama; friendly frog,education,p0849,3
1661,limping llama; friendly frog,education,p0862,5
1662,limping llama; friendly frog,education,p0867,5
1663,limping llama; friendly frog,education,p0869,3
1664,limping llama; friendly frog,education,p0872,4
1665,limping llama; friendly frog,education,p0880,2
1666,limping llama; friendly frog,education,p0891,3
1667,limping llama; friendly frog,education,p0916,5
1668,limping llama; friendly frog,education,p0917,4
1669,limping llama; friendly frog,education,p0919,4
1670,limping llama; friendly frog,education,p0922,2
1671,limping llama; friendly frog,education,p0925,2
1672,limping llama; friendly frog,education,p0927,4
1673,limping llama; friendly frog,education,p0929,3
1674,limping llama; friendly frog,education,p0930,4
1675,limping llama; friendly frog,education,p0931,2
1676,limping llama; friendly frog,education,p0933,2
1677,limping llama; friendly frog,education,p0934,3
1678,limping llama; friendly frog,education,p0936,4
1679,limping llama; friendly frog,education,p0938,2
1680,limping llama; friendly frog,education,p0939,2
1681,limping llama; friendly frog,education,p0946,4
1682,limping llama; friendly frog,education,p0951,3
1683,limping llama; friendly frog,education,p0956,3
1684,limping llama; friendly frog,education,p0962,2
1685,limping llama; friendly frog,education,p0963,3
1686,limping llama; friendly frog,education,p0969,4
1687,limping llama; friendly frog,education,p0972,3
1688,limping llama; friendly frog,education,p0975,3
1689,limping llama; friendly frog,education,p0985,2
1690,limping llama; friendly frog,education,p0993,2
1691,limping llama; friendly frog,education,p0996,2
1692,limping llama; friendly frog,education,p1011,2
1693,limping llama; friendly frog,education,p1017,2
1694,limping llama; friendly frog,education,p1020,2
1695,limping llama; friendly frog,education,p1022,4
1696,limping llama; friendly frog,education,p1024,1
1697,limping llama; friendly frog,education,p1027,4
1698,limping llama; friendly frog,education,p1028,5
1699,limping llama; friendly frog,education,p1029,2
1700,limping llama; friendly frog,education,p1032,4
1701,limping llama; friendly frog,education,p1040,4
1702,limping llama; friendly frog,education,p1047,3
1703,limping llama; friendly frog,education,p1048,3
1704,limping llama; friendly frog,education,p1053,3
1705,limping llama; friendly frog,education,p1057,3
1706,limping llama; friendly frog,education,p1058,4
1707,limping llama; friendly frog,education,p1063,4
1708,limping llama; friendly frog,education,p1064,2
1709,limping llama; friendly frog,education,p1065,3
1710,limping llama; friendly frog,education,p1069,3
1711,limping llama; friendly frog,education,p1072,3
1712,limping llama; friendly frog,education,p1073,4
1713,limping llama; friendly frog,education,p1075,3
1714,limping llama; friendly frog,education,p1076,2
1715,limping llama; friendly frog,education,p1083,2
1716,limping llama; friendly frog,education,p1089,4
1717,limping llama; friendly frog,education,p1093,4
1718,limping llama; friendly frog,education,p1096,4
1719,limping llama; friendly frog,education,p1100,4
1720,limping llama; friendly frog,education,p1106,5
1721,limping llama; friendly frog,education,p1107,1
1722,limping llama; friendly frog,education,p1113,3
1723,limping llama; friendly frog,education,p1117,1
1724,limping llama; friendly frog,education,p1120,3
1725,limping llama; friendly frog,education,p1134,4
1726,limping llama; friendly frog,education,p1136,2
1727,limping llama; friendly frog,education,p1138,4
1728,limping llama; friendly frog,education,p1144,3
1729,limping llama; friendly frog,education,p1145,5
1730,limping llama; friendly frog,education,p1147,5
1731,limping llama; friendly frog,education,p1148,4
1732,limping llama; friendly frog,education,p1154,3
1733,limping llama; friendly frog,education,p1159,2
1734,limping llama; friendly frog,education,p1167,5
1735,limping llama; friendly frog,education,p1175,3
1736,limping llama; friendly frog,education,p1178,4
1737,limping llama; friendly frog,education,p1184,4
1738,limping llama; friendly frog,education,p1186,4
1739,limping llama; friendly frog,education,p1196,2
1740,limping llama; friendly frog,education,p1197,3
1741,limping llama; friendly frog,education,p1203,4
1742,limping llama; friendly frog,education,p1219,2
1743,limping llama; friendly frog,education,p1225,5
1744,limping llama; friendly frog,education,p1234,3
1745,limping llama; friendly frog,education,p1242,3
1746,limping llama; friendly frog,education,p1244,4
1747,limping llama; friendly frog,education,p1249,3
1748,limping llama; friendly frog,education,p1250,4
1749,limping llama; friendly frog,education,p1256,5
1750,limping llama; friendly frog,education,p1258,3
1751,limping llama; friendly frog,education,p1260,2
1752,limping llama; friendly frog,education,p1262,4
1753,limping llama; friendly frog,education,p1264,2
1754,limping llama; friendly frog,education,p1265,5
1755,limping llama; friendly frog,education,p1269,4
1756,limping llama; friendly frog,education,p1272,3
1757,limping llama; friendly frog,education,p1278,4
1758,limping llama; friendly frog,education,p1281,3
1759,limping llama; friendly frog,education,p1292,4
1760,limping llama; friendly frog,education,p1299,2
1761,limping llama; friendly frog,education,p1312,2
1762,limping llama; friendly frog,education,p1322,3
1763,limping llama; friendly frog,education,p1326,4
1764,limping llama; friendly frog,education,p1330,3
1765,limping llama; friendly frog,education,p1335,3
1766,limping llama; friendly frog,education,p1337,4
1767,limping llama; friendly frog,education,p1340,4
1768,limping llama; friendly frog,education,p1345,2
1769,limping llama; friendly frog,education,p1351,3
1770,limping llama; friendly frog,education,p1355,2
1771,limping llama; friendly frog,education,p1362,2
1772,limping llama; friendly frog,education,p1365,4
1773,limping llama; friendly frog,education,p1366,3
1774,limping llama; friendly frog,education,p1367,3
1775,limping llama; friendly frog,education,p1370,2
1776,limping llama; friendly frog,education,p1371,4
1777,limping llama; friendly frog,education,p1373,3
1778,limping llama; friendly frog,education,p1375,4
1779,limping llama; friendly frog,education,p1376,3
1780,limping llama; friendly frog,education,p1379,5
1781,limping llama; friendly frog,education,p1381,2
1782,limping llama; friendly frog,education,p1393,5
1783,limping llama; friendly frog,education,p1396,4
1784,limping llama; friendly frog,education,p1398,5
1785,limping llama; friendly frog,education,p1404,2
1786,limping llama; friendly frog,education,p1406,2
1787,limping llama; friendly frog,education,p1407,2
1788,limping llama; friendly frog,education,p1409,4
1789,limping llama; friendly frog,education,p1412,2
1790,limping llama; friendly frog,education,p1414,5
1791,limping llama; friendly frog,education,p1424,2
1792,limping llama; friendly frog,education,p1425,3
1793,limping llama; friendly frog,education,p1429,3
1794,limping llama; friendly frog,education,p1434,4
1795,limping llama; friendly frog,education,p1441,2
1796,limping llama; friendly frog,education,p1445,2
1797,limping llama; friendly frog,education,p1450,2
1798,limping llama; friendly frog,education,p1454,5
1799,limping llama; friendly frog,education,p1456,4
1800,limping llama; friendly frog,education,p1457,3
1801,limping llama; friendly frog,education,p1458,5
1802,limping llama; friendly frog,education,p1469,3
1803,limping llama; friendly frog,education,p1470,4
1804,limping llama; friendly frog,education,p1481,4
1805,limping llama; friendly frog,education,p1488,4
1806,limping llama; friendly frog,education,p1492,5
1807,limping llama; friendly frog,education,p1495,2
1808,limping llama; friendly frog,education,p1497,2
1809,limping llama; friendly frog,education,p1499,4
1810,limping llama; friendly frog,education,p1503,4
1811,limping llama; friendly frog,education,p1511,4
1812,limping llama; friendly frog,education,p1512,2
1813,limping llama; friendly frog,education,p1518,3
1814,limping llama; friendly frog,education,p1519,4
1815,limping llama; friendly frog,education,p1520,3
1816,limping llama; friendly frog,education,p1524,2
1817,limping llama; friendly frog,education,p1526,5
1818,limping llama; friendly frog,education,p1537,2
1819,limping llama; friendly frog,education,p1545,3
1820,limping llama; friendly frog,education,p1547,2
1821,limping llama; friendly frog,education,p1552,4
1822,limping llama; friendly frog,education,p1567,4
1823,limping llama; friendly frog,education,p1568,3
1824,limping llama; friendly frog,education,p1579,2
1825,limping llama; friendly frog,education,p1587,1
1826,limping llama; friendly frog,education,p1596,2
1827,limping llama; friendly frog,education,p1600,4
1828,limping llama; friendly frog,education,p1603,3
1829,limping llama; friendly frog,education,p1604,2
1830,limping llama; friendly frog,education,p1610,2
1831,limping llama; friendly frog,education,p1618,4
1832,limping llama; friendly frog,education,p1619,5
1833,limping llama; friendly frog,education,p1622,5
