,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,gender,p0016,2
1576,crushing chicken; gross grasshopper; homely halibut,education,p0403,3
1577,crushing chicken; gross grasshopper; homely halibut,education,p0405,4
1578,crushing chicken; gross grasshopper; homely halibut,education,p0412,4
1579,crushing chicken; gross grasshopper; homely halibut,education,p0415,3
1580,crushing chicken; gross grasshopper; homely halibut,education,p0416,4
1581,crushing chicken; gross grasshopper; homely halibut,education,p0417,2
1582,crushing chicken; gross grasshopper; homely halibut,education,p0418,2
1583,crushing chicken; gross grasshopper; homely halibut,education,p0430,5
1584,crushing chicken; gross grasshopper; homely halibut,education,p0431,5
1585,crushing chicken; gross grasshopper; homely halibut,education,p0434,2
1586,crushing chicken; gross grasshopper; homely halibut,education,p0438,4
1587,crushing chicken; gross grasshopper; homely halibut,education,p0441,5
1588,crushing chicken; gross grasshopper; homely halibut,education,p0442,3
1589,crushing chicken; gross grasshopper; homely halibut,education,p0449,5
1590,crushing chicken; gross grasshopper; homely halibut,education,p0450,4
1591,crushing chicken; gross grasshopper; homely halibut,education,p0465,5
1592,crushing chicken; gross grasshopper; homely halibut,education,p0471,3
1593,crushing chicken; gross grasshopper; homely halibut,education,p0477,3
1594,crushing chicken; gross grasshopper; homely halibut,education,p0483,5
1595,crushing chicken; gross grasshopper; homely halibut,education,p0486,3
1596,crushing chicken; gross grasshopper; homely halibut,education,p0487,4
1597,crushing chicken; gross grasshopper; homely halibut,education,p0489,5
1598,crushing chicken; gross grasshopper; homely halibut,education,p0497,6
1599,crushing chicken; gross grasshopper; homely halibut,education,p0502,5
1600,crushing chicken; gross grasshopper; homely halibut,education,p0503,4
1601,crushing chicken; gross grasshopper; homely halibut,education,p0506,3
1602,crushing chicken; gross grasshopper; homely halibut,education,p0511,4
1603,crushing chicken; gross grasshopper; homely halibut,education,p0523,5
1604,crushing chicken; gross grasshopper; homely halibut,education,p0534,6
1605,crushing chicken; gross grasshopper; homely halibut,education,p0536,3
1606,crushing chicken; gross grasshopper; homely halibut,education,p0542,4
1607,crushing chicken; gross grasshopper; homely halibut,education,p0547,2
1608,crushing chicken; gross grasshopper; homely halibut,education,p0553,4
1609,crushing chicken; gross grasshopper; homely halibut,education,p0559,4
1610,crushing chicken; gross grasshopper; homely halibut,education,p0566,4
1611,crushing chicken; gross grasshopper; homely halibut,education,p0568,3
1612,crushing chicken; gross grasshopper; homely halibut,education,p0570,1
1613,crushing chicken; gross grasshopper; homely halibut,education,p0573,3
1614,crushing chicken; gross grasshopper; homely halibut,education,p0578,2
1615,crushing chicken; gross grasshopper; homely halibut,education,p0594,2
1616,crushing chicken; gross grasshopper; homely halibut,education,p0597,2
1617,crushing chicken; gross grasshopper; homely halibut,education,p0601,2
1618,crushing chicken; gross grasshopper; homely halibut,education,p0602,2
1619,crushing chicken; gross grasshopper; homely halibut,education,p0605,3
1620,crushing chicken; gross grasshopper; homely halibut,education,p0615,3
1621,crushing chicken; gross grasshopper; homely halibut,education,p0620,4
1622,crushing chicken; gross grasshopper; homely halibut,education,p0626,3
1623,crushing chicken; gross grasshopper; homely halibut,education,p0629,4
1624,crushing chicken; gross grasshopper; homely halibut,education,p0633,3
1625,crushing chicken; gross grasshopper; homely halibut,education,p0638,4
1626,crushing chicken; gross grasshopper; homely halibut,education,p0639,4
1627,crushing chicken; gross grasshopper; homely halibut,education,p0640,2
1628,crushing chicken; gross grasshopper; homely halibut,education,p0655,3
1629,crushing chicken; gross grasshopper; homely halibut,education,p0656,3
1630,crushing chicken; gross grasshopper; homely halibut,education,p0658,5
1631,crushing chicken; gross grasshopper; homely halibut,education,p0661,4
1632,crushing chicken; gross grasshopper; homely halibut,education,p0669,4
1633,crushing chicken; gross grasshopper; homely halibut,education,p0670,2
1634,crushing chicken; gross grasshopper; homely halibut,education,p0672,5
1635,crushing chicken; gross grasshopper; homely halibut,education,p0674,4
1636,crushing chicken; gross grasshopper; homely halibut,education,p0678,5
1637,crushing chicken; gross grasshopper; homely halibut,education,p0683,2
1638,crushing chicken; gross grasshopper; homely halibut,education,p0686,3
1639,crushing chicken; gross grasshopper; homely halibut,education,p0687,4
1640,crushing chicken; gross grasshopper; homely halibut,education,p0698,2
1641,crushing chicken; gross grasshopper; homely halibut,education,p0700,4
1642,crushing chicken; gross grasshopper; homely halibut,education,p0703,2
1643,crushing chicken; gross grasshopper; homely halibut,education,p0718,2
1644,crushing chicken; gross grasshopper; homely halibut,education,p0744,4
1645,crushing chicken; gross grasshopper; homely halibut,education,p0745,4
1646,crushing chicken; gross grasshopper; homely halibut,education,p0753,4
1647,crushing chicken; gross grasshopper; homely halibut,education,p0770,4
1648,crushing chicken; gross grasshopper; homely halibut,education,p0771,4
1649,crushing chicken; gross grasshopper; homely halibut,education,p0777,5
1650,crushing chicken; gross grasshopper; homely halibut,education,p0779,4
1651,crushing chicken; gross grasshopper; homely halibut,education,p0780,3
1652,crushing chicken; gross grasshopper; homely halibut,education,p0783,3
1653,crushing chicken; gross grasshopper; homely halibut,education,p0785,4
1654,crushing chicken; gross grasshopper; homely halibut,education,p0786,3
1655,crushing chicken; gross grasshopper; homely halibut,education,p0794,4
1656,crushing chicken; gross grasshopper; homely halibut,education,p0798,5
1657,crushing chicken; gross grasshopper; homely halibut,education,p0800,4
1658,crushing chicken; gross grasshopper; homely halibut,education,p0820,3
1659,crushing chicken; gross grasshopper; homely halibut,education,p0841,3
1660,crushing chicken; gross grasshopper; homely halibut,education,p0849,3
1661,crushing chicken; gross grasshopper; homely halibut,education,p0862,5
1662,crushing chicken; gross grasshopper; homely halibut,education,p0867,5
1663,crushing chicken; gross grasshopper; homely halibut,education,p0869,3
1664,crushing chicken; gross grasshopper; homely halibut,education,p0872,4
1665,crushing chicken; gross grasshopper; homely halibut,education,p0880,2
1666,crushing chicken; gross grasshopper; homely halibut,education,p0891,3
1667,crushing chicken; gross grasshopper; homely halibut,education,p0916,5
1668,crushing chicken; gross grasshopper; homely halibut,education,p0917,4
1669,crushing chicken; gross grasshopper; homely halibut,education,p0919,4
1670,crushing chicken; gross grasshopper; homely halibut,education,p0922,2
1671,crushing chicken; gross grasshopper; homely halibut,education,p0925,2
1672,crushing chicken; gross grasshopper; homely halibut,education,p0927,4
1673,crushing chicken; gross grasshopper; homely halibut,education,p0929,3
1674,crushing chicken; gross grasshopper; homely halibut,education,p0930,4
1675,crushing chicken; gross grasshopper; homely halibut,education,p0931,2
1676,crushing chicken; gross grasshopper; homely halibut,education,p0933,2
1677,crushing chicken; gross grasshopper; homely halibut,education,p0934,3
1678,crushing chicken; gross grasshopper; homely halibut,education,p0936,4
1679,crushing chicken; gross grasshopper; homely halibut,education,p0938,2
1680,crushing chicken; gross grasshopper; homely halibut,education,p0939,2
1681,crushing chicken; gross grasshopper; homely halibut,education,p0946,4
1682,crushing chicken; gross grasshopper; homely halibut,education,p0951,3
1683,crushing chicken; gross grasshopper; homely halibut,education,p0956,3
1684,crushing chicken; gross grasshopper; homely halibut,education,p0962,2
1685,crushing chicken; gross grasshopper; homely halibut,education,p0963,3
1686,crushing chicken; gross grasshopper; homely halibut,education,p0969,4
1687,crushing chicken; gross grasshopper; homely halibut,education,p0972,3
1688,crushing chicken; gross grasshopper; homely halibut,education,p0975,3
1689,crushing chicken; gross grasshopper; homely halibut,education,p0985,2
1690,crushing chicken; gross grasshopper; homely halibut,education,p0993,2
1691,crushing chicken; gross grasshopper; homely halibut,education,p0996,2
1692,crushing chicken; gross grasshopper; homely halibut,education,p1011,2
1693,crushing chicken; gross grasshopper; homely halibut,education,p1017,2
1694,crushing chicken; gross grasshopper; homely halibut,education,p1020,2
1695,crushing chicken; gross grasshopper; homely halibut,education,p1022,4
1696,crushing chicken; gross grasshopper; homely halibut,education,p1024,1
1697,crushing chicken; gross grasshopper; homely halibut,education,p1027,4
1698,crushing chicken; gross grasshopper; homely halibut,education,p1028,5
1699,crushing chicken; gross grasshopper; homely halibut,education,p1029,2
1700,crushing chicken; gross grasshopper; homely halibut,education,p1032,4
1701,crushing chicken; gross grasshopper; homely halibut,education,p1040,4
1702,crushing chicken; gross grasshopper; homely halibut,education,p1047,3
1703,crushing chicken; gross grasshopper; homely halibut,education,p1048,3
1704,crushing chicken; gross grasshopper; homely halibut,education,p1053,3
1705,crushing chicken; gross grasshopper; homely halibut,education,p1057,3
1706,crushing chicken; gross grasshopper; homely halibut,education,p1058,4
1707,crushing chicken; gross grasshopper; homely halibut,education,p1063,4
1708,crushing chicken; gross grasshopper; homely halibut,education,p1064,2
1709,crushing chicken; gross grasshopper; homely halibut,education,p1065,3
1710,crushing chicken; gross grasshopper; homely halibut,education,p1069,3
1711,crushing chicken; gross grasshopper; homely halibut,education,p1072,3
1712,crushing chicken; gross grasshopper; homely halibut,education,p1073,4
1713,crushing chicken; gross grasshopper; homely halibut,education,p1075,3
1714,crushing chicken; gross grasshopper; homely halibut,education,p1076,2
1715,crushing chicken; gross grasshopper; homely halibut,education,p1083,2
1716,crushing chicken; gross grasshopper; homely halibut,education,p1089,4
1717,crushing chicken; gross grasshopper; homely halibut,education,p1093,4
1718,crushing chicken; gross grasshopper; homely halibut,education,p1096,4
1719,crushing chicken; gross grasshopper; homely halibut,education,p1100,4
1720,crushing chicken; gross grasshopper; homely halibut,education,p1106,5
1721,crushing chicken; gross grasshopper; homely halibut,education,p1107,1
1722,crushing chicken; gross grasshopper; homely halibut,education,p1113,3
1723,crushing chicken; gross grasshopper; homely halibut,education,p1117,1
1724,crushing chicken; gross grasshopper; homely halibut,education,p1120,3
1725,crushing chicken; gross grasshopper; homely halibut,education,p1134,4
1726,crushing chicken; gross grasshopper; homely halibut,education,p1136,2
1727,crushing chicken; gross grasshopper; homely halibut,education,p1138,4
1728,crushing chicken; gross grasshopper; homely halibut,education,p1144,3
1729,crushing chicken; gross grasshopper; homely halibut,education,p1145,5
1730,crushing chicken; gross grasshopper; homely halibut,education,p1147,5
1731,crushing chicken; gross grasshopper; homely halibut,education,p1148,4
1732,crushing chicken; gross grasshopper; homely halibut,education,p1154,3
1733,crushing chicken; gross grasshopper; homely halibut,education,p1159,2
1734,crushing chicken; gross grasshopper; homely halibut,education,p1167,5
1735,crushing chicken; gross grasshopper; homely halibut,education,p1175,3
1736,crushing chicken; gross grasshopper; homely halibut,education,p1178,4
1737,crushing chicken; gross grasshopper; homely halibut,education,p1184,4
1738,crushing chicken; gross grasshopper; homely halibut,education,p1186,4
1739,crushing chicken; gross grasshopper; homely halibut,education,p1196,2
1740,crushing chicken; gross grasshopper; homely halibut,education,p1197,3
1741,crushing chicken; gross grasshopper; homely halibut,education,p1203,4
1742,crushing chicken; gross grasshopper; homely halibut,education,p1219,2
1743,crushing chicken; gross grasshopper; homely halibut,education,p1225,5
1744,crushing chicken; gross grasshopper; homely halibut,education,p1234,3
1745,crushing chicken; gross grasshopper; homely halibut,education,p1242,3
1746,crushing chicken; gross grasshopper; homely halibut,education,p1244,4
1747,crushing chicken; gross grasshopper; homely halibut,education,p1249,3
1748,crushing chicken; gross grasshopper; homely halibut,education,p1250,4
1749,crushing chicken; gross grasshopper; homely halibut,education,p1256,5
1750,crushing chicken; gross grasshopper; homely halibut,education,p1258,3
1751,crushing chicken; gross grasshopper; homely halibut,education,p1260,2
1752,crushing chicken; gross grasshopper; homely halibut,education,p1262,4
1753,crushing chicken; gross grasshopper; homely halibut,education,p1264,2
1754,crushing chicken; gross grasshopper; homely halibut,education,p1265,5
1755,crushing chicken; gross grasshopper; homely halibut,education,p1269,4
1756,crushing chicken; gross grasshopper; homely halibut,education,p1272,3
1757,crushing chicken; gross grasshopper; homely halibut,education,p1278,4
1758,crushing chicken; gross grasshopper; homely halibut,education,p1281,3
1759,crushing chicken; gross grasshopper; homely halibut,education,p1292,4
1760,crushing chicken; gross grasshopper; homely halibut,education,p1299,2
1761,crushing chicken; gross grasshopper; homely halibut,education,p1312,2
1762,crushing chicken; gross grasshopper; homely halibut,education,p1322,3
1763,crushing chicken; gross grasshopper; homely halibut,education,p1326,4
1764,crushing chicken; gross grasshopper; homely halibut,education,p1330,3
1765,crushing chicken; gross grasshopper; homely halibut,education,p1335,3
1766,crushing chicken; gross grasshopper; homely halibut,education,p1337,4
1767,crushing chicken; gross grasshopper; homely halibut,education,p1340,4
1768,crushing chicken; gross grasshopper; homely halibut,education,p1345,2
1769,crushing chicken; gross grasshopper; homely halibut,education,p1351,3
1770,crushing chicken; gross grasshopper; homely halibut,education,p1355,2
1771,crushing chicken; gross grasshopper; homely halibut,education,p1362,2
1772,crushing chicken; gross grasshopper; homely halibut,education,p1365,4
1773,crushing chicken; gross grasshopper; homely halibut,education,p1366,3
1774,crushing chicken; gross grasshopper; homely halibut,education,p1367,3
1775,crushing chicken; gross grasshopper; homely halibut,education,p1370,2
1776,crushing chicken; gross grasshopper; homely halibut,education,p1371,4
1777,crushing chicken; gross grasshopper; homely halibut,education,p1373,3
1778,crushing chicken; gross grasshopper; homely halibut,education,p1375,4
1779,crushing chicken; gross grasshopper; homely halibut,education,p1376,3
1780,crushing chicken; gross grasshopper; homely halibut,education,p1379,5
1781,crushing chicken; gross grasshopper; homely halibut,education,p1381,2
1782,crushing chicken; gross grasshopper; homely halibut,education,p1393,5
1783,crushing chicken; gross grasshopper; homely halibut,education,p1396,4
1784,crushing chicken; gross grasshopper; homely halibut,education,p1398,5
1785,crushing chicken; gross grasshopper; homely halibut,education,p1404,2
1786,crushing chicken; gross grasshopper; homely halibut,education,p1406,2
1787,crushing chicken; gross grasshopper; homely halibut,education,p1407,2
1788,crushing chicken; gross grasshopper; homely halibut,education,p1409,4
1789,crushing chicken; gross grasshopper; homely halibut,education,p1412,2
1790,crushing chicken; gross grasshopper; homely halibut,education,p1414,5
1791,crushing chicken; gross grasshopper; homely halibut,education,p1424,2
1792,crushing chicken; gross grasshopper; homely halibut,education,p1425,3
1793,crushing chicken; gross grasshopper; homely halibut,education,p1429,3
1794,crushing chicken; gross grasshopper; homely halibut,education,p1434,4
1795,crushing chicken; gross grasshopper; homely halibut,education,p1441,2
1796,crushing chicken; gross grasshopper; homely halibut,education,p1445,2
1797,crushing chicken; gross grasshopper; homely halibut,education,p1450,2
1798,crushing chicken; gross grasshopper; homely halibut,education,p1454,5
1799,crushing chicken; gross grasshopper; homely halibut,education,p1456,4
1800,crushing chicken; gross grasshopper; homely halibut,education,p1457,3
1801,crushing chicken; gross grasshopper; homely halibut,education,p1458,5
1802,crushing chicken; gross grasshopper; homely halibut,education,p1469,3
1803,crushing chicken; gross grasshopper; homely halibut,education,p1470,4
1804,crushing chicken; gross grasshopper; homely halibut,education,p1481,4
1805,crushing chicken; gross grasshopper; homely halibut,education,p1488,4
1806,crushing chicken; gross grasshopper; homely halibut,education,p1492,5
1807,crushing chicken; gross grasshopper; homely halibut,education,p1495,2
1808,crushing chicken; gross grasshopper; homely halibut,education,p1497,2
1809,crushing chicken; gross grasshopper; homely halibut,education,p1499,4
1810,crushing chicken; gross grasshopper; homely halibut,education,p1503,4
1811,crushing chicken; gross grasshopper; homely halibut,education,p1511,4
1812,crushing chicken; gross grasshopper; homely halibut,education,p1512,2
1813,crushing chicken; gross grasshopper; homely halibut,education,p1518,3
1814,crushing chicken; gross grasshopper; homely halibut,education,p1519,4
1815,crushing chicken; gross grasshopper; homely halibut,education,p1520,3
1816,crushing chicken; gross grasshopper; homely halibut,education,p1524,2
1817,crushing chicken; gross grasshopper; homely halibut,education,p1526,5
1818,crushing chicken; gross grasshopper; homely halibut,education,p1537,2
1819,crushing chicken; gross grasshopper; homely halibut,education,p1545,3
1820,crushing chicken; gross grasshopper; homely halibut,education,p1547,2
1821,crushing chicken; gross grasshopper; homely halibut,education,p1552,4
1822,crushing chicken; gross grasshopper; homely halibut,education,p1567,4
1823,crushing chicken; gross grasshopper; homely halibut,education,p1568,3
1824,crushing chicken; gross grasshopper; homely halibut,education,p1579,2
1825,crushing chicken; gross grasshopper; homely halibut,education,p1587,1
1826,crushing chicken; gross grasshopper; homely halibut,education,p1596,2
1827,crushing chicken; gross grasshopper; homely halibut,education,p1600,4
1828,crushing chicken; gross grasshopper; homely halibut,education,p1603,3
1829,crushing chicken; gross grasshopper; homely halibut,education,p1604,2
1830,crushing chicken; gross grasshopper; homely halibut,education,p1610,2
1831,crushing chicken; gross grasshopper; homely halibut,education,p1618,4
1832,crushing chicken; gross grasshopper; homely halibut,education,p1619,5
1833,crushing chicken; gross grasshopper; homely halibut,education,p1622,5
1834,crushing chicken; gross grasshopper; homely halibut,education,p1623,4
1835,crushing chicken; gross grasshopper; homely halibut,education,p1630,4
1836,crushing chicken; gross grasshopper; homely halibut,education,p1641,4
1837,crushing chicken; gross grasshopper; homely halibut,education,p1649,3
1838,crushing chicken; gross grasshopper; homely halibut,education,p1652,4
1839,crushing chicken; gross grasshopper; homely halibut,education,p1665,4
1840,crushing chicken; gross grasshopper; homely halibut,education,p1669,4
1841,crushing chicken; gross grasshopper; homely halibut,education,p1685,4
1842,crushing chicken; gross grasshopper; homely halibut,education,p1693,3
1843,crushing chicken; gross grasshopper; homely halibut,education,p1698,5
1844,crushing chicken; gross grasshopper; homely halibut,education,p1704,5
1845,crushing chicken; gross grasshopper; homely halibut,education,p1711,4
1846,crushing chicken; gross grasshopper; homely halibut,education,p1718,2
1847,crushing chicken; gross grasshopper; homely halibut,education,p1732,2
1848,crushing chicken; gross grasshopper; homely halibut,education,p1739,4
1849,crushing chicken; gross grasshopper; homely halibut,education,p1741,4
1850,crushing chicken; gross grasshopper; homely halibut,education,p1746,2
1851,crushing chicken; gross grasshopper; homely halibut,education,p1751,3
1852,crushing chicken; gross grasshopper; homely halibut,education,p1754,2
1853,crushing chicken; gross grasshopper; homely halibut,education,p1769,4
1854,crushing chicken; gross grasshopper; homely halibut,education,p1771,2
1855,crushing chicken; gross grasshopper; homely halibut,education,p1776,1
1856,crushing chicken; gross grasshopper; homely halibut,education,p1780,4
1857,crushing chicken; gross grasshopper; homely halibut,education,p1785,3
1858,crushing chicken; gross grasshopper; homely halibut,education,p1791,5
1859,crushing chicken; gross grasshopper; homely halibut,education,p1793,6
1860,crushing chicken; gross grasshopper; homely halibut,education,p1796,4
1861,crushing chicken; gross grasshopper; homely halibut,education,p1805,3
1862,crushing chicken; gross grasshopper; homely halibut,education,p1812,3
1863,crushing chicken; gross grasshopper; homely halibut,education,p1816,3
1864,crushing chicken; gross grasshopper; homely halibut,education,p1819,5
1865,crushing chicken; gross grasshopper; homely halibut,education,p1825,5
1866,crushing chicken; gross grasshopper; homely halibut,education,p1836,4
1867,crushing chicken; gross grasshopper; homely halibut,education,p1839,2
1868,crushing chicken; gross grasshopper; homely halibut,education,p1861,4
1869,crushing chicken; gross grasshopper; homely halibut,education,p1863,5
1870,crushing chicken; gross grasshopper; homely halibut,education,p1873,5
1871,crushing chicken; gross grasshopper; homely halibut,education,p1875,2
1872,crushing chicken; gross grasshopper; homely halibut,education,p1876,4
1873,crushing chicken; gross grasshopper; homely halibut,education,p1877,4
1874,crushing chicken; gross grasshopper; homely halibut,education,p1880,2
1875,crushing chicken; gross grasshopper; homely halibut,education,p1883,2
1876,crushing chicken; gross grasshopper; homely halibut,education,p1889,4
1877,crushing chicken; gross grasshopper; homely halibut,education,p1893,3
1878,crushing chicken; gross grasshopper; homely halibut,education,p1896,4
1879,crushing chicken; gross grasshopper; homely halibut,education,p1913,3
1880,crushing chicken; gross grasshopper; homely halibut,education,p1922,5
1881,crushing chicken; gross grasshopper; homely halibut,education,p1930,4
1882,crushing chicken; gross grasshopper; homely halibut,education,p1935,3
1883,crushing chicken; gross grasshopper; homely halibut,education,p1940,5
1884,crushing chicken; gross grasshopper; homely halibut,education,p1948,4
1885,crushing chicken; gross grasshopper; homely halibut,education,p1950,2
1886,crushing chicken; gross grasshopper; homely halibut,education,p1954,3
1887,crushing chicken; gross grasshopper; homely halibut,education,p1956,3
1888,crushing chicken; gross grasshopper; homely halibut,education,p1958,3
1889,crushing chicken; gross grasshopper; homely halibut,education,p1967,5
1890,crushing chicken; gross grasshopper; homely halibut,education,p1973,5
1891,crushing chicken; gross grasshopper; homely halibut,education,p1978,3
1892,crushing chicken; gross grasshopper; homely halibut,education,p1983,5
1893,crushing chicken; gross grasshopper; homely halibut,education,p1984,3
1894,crushing chicken; gross grasshopper; homely halibut,education,p1995,3
1895,crushing chicken; gross grasshopper; homely halibut,education,p1996,3
1896,crushing chicken; gross grasshopper; homely halibut,education,p1997,4
1897,crushing chicken; gross grasshopper; homely halibut,education,p2001,2
1898,crushing chicken; gross grasshopper; homely halibut,education,p2002,3
1899,crushing chicken; gross grasshopper; homely halibut,education,p2013,5
1900,crushing chicken; gross grasshopper; homely halibut,education,p2014,2
1901,crushing chicken; gross grasshopper; homely halibut,education,p2016,5
1902,crushing chicken; gross grasshopper; homely halibut,education,p2018,2
1903,crushing chicken; gross grasshopper; homely halibut,education,p2023,3
1904,crushing chicken; gross grasshopper; homely halibut,education,p2025,4
1905,crushing chicken; gross grasshopper; homely halibut,education,p2028,3
1906,crushing chicken; gross grasshopper; homely halibut,education,p2030,3
1907,crushing chicken; gross grasshopper; homely halibut,education,p2033,3
1908,crushing chicken; gross grasshopper; homely halibut,education,p2040,5
1909,crushing chicken; gross grasshopper; homely halibut,education,p2051,3
1910,crushing chicken; gross grasshopper; homely halibut,education,p2052,4
1911,crushing chicken; gross grasshopper; homely halibut,education,p2066,2
1912,crushing chicken; gross grasshopper; homely halibut,education,p2067,3
1913,crushing chicken; gross grasshopper; homely halibut,education,p2073,4
1914,crushing chicken; gross grasshopper; homely halibut,education,p2077,3
1915,crushing chicken; gross grasshopper; homely halibut,education,p2078,5
1916,crushing chicken; gross grasshopper; homely halibut,education,p2086,4
1917,crushing chicken; gross grasshopper; homely halibut,education,p2089,4
1918,crushing chicken; gross grasshopper; homely halibut,education,p2093,4
1919,crushing chicken; gross grasshopper; homely halibut,education,p2094,3
1920,crushing chicken; gross grasshopper; homely halibut,education,p2111,2
1921,crushing chicken; gross grasshopper; homely halibut,education,p2117,4
1922,crushing chicken; gross grasshopper; homely halibut,education,p2121,4
1923,crushing chicken; gross grasshopper; homely halibut,education,p2127,3
1924,crushing chicken; gross grasshopper; homely halibut,education,p2141,4
1925,crushing chicken; gross grasshopper; homely halibut,education,p2142,3
1926,crushing chicken; gross grasshopper; homely halibut,education,p2143,4
1927,crushing chicken; gross grasshopper; homely halibut,education,p2153,4
1928,crushing chicken; gross grasshopper; homely halibut,education,p2155,3
1929,crushing chicken; gross grasshopper; homely halibut,education,p2169,3
1930,crushing chicken; gross grasshopper; homely halibut,education,p2187,4
1931,crushing chicken; gross grasshopper; homely halibut,education,p2188,4
1932,crushing chicken; gross grasshopper; homely halibut,education,p2197,3
1933,crushing chicken; gross grasshopper; homely halibut,education,p2213,3
1934,crushing chicken; gross grasshopper; homely halibut,education,p2214,3
1935,crushing chicken; gross grasshopper; homely halibut,education,p2215,4
1936,crushing chicken; gross grasshopper; homely halibut,education,p2220,5
1937,crushing chicken; gross grasshopper; homely halibut,education,p2223,3
1938,crushing chicken; gross grasshopper; homely halibut,education,p2229,4
1939,crushing chicken; gross grasshopper; homely halibut,education,p2234,3
1940,crushing chicken; gross grasshopper; homely halibut,education,p2237,5
1941,crushing chicken; gross grasshopper; homely halibut,education,p2238,5
1942,crushing chicken; gross grasshopper; homely halibut,education,p2244,4
1943,crushing chicken; gross grasshopper; homely halibut,education,p2248,2
1944,crushing chicken; gross grasshopper; homely halibut,education,p2252,4
1945,crushing chicken; gross grasshopper; homely halibut,education,p2255,2
1946,crushing chicken; gross grasshopper; homely halibut,education,p2261,3
1947,crushing chicken; gross grasshopper; homely halibut,education,p2263,3
1948,crushing chicken; gross grasshopper; homely halibut,education,p2273,5
1949,crushing chicken; gross grasshopper; homely halibut,education,p2275,3
1950,crushing chicken; gross grasshopper; homely halibut,education,p2276,4
1951,crushing chicken; gross grasshopper; homely halibut,education,p2283,3
1952,crushing chicken; gross grasshopper; homely halibut,education,p2287,2
1953,crushing chicken; gross grasshopper; homely halibut,education,p2296,3
1954,crushing chicken; gross grasshopper; homely halibut,education,p2298,3
1955,crushing chicken; gross grasshopper; homely halibut,education,p2304,4
1956,crushing chicken; gross grasshopper; homely halibut,education,p2310,2
1957,crushing chicken; gross grasshopper; homely halibut,education,p2322,2
1958,crushing chicken; gross grasshopper; homely halibut,education,p2326,4
1959,crushing chicken; gross grasshopper; homely halibut,education,p2330,3
1960,crushing chicken; gross grasshopper; homely halibut,education,p2331,3
1961,crushing chicken; gross grasshopper; homely halibut,education,p2333,2
1962,crushing chicken; gross grasshopper; homely halibut,education,p2347,2
1963,crushing chicken; gross grasshopper; homely halibut,education,p2350,3
1964,crushing chicken; gross grasshopper; homely halibut,education,p2351,4
1965,crushing chicken; gross grasshopper; homely halibut,education,p2353,3
1966,crushing chicken; gross grasshopper; homely halibut,education,p2355,1
1967,crushing chicken; gross grasshopper; homely halibut,education,p2363,1
1968,crushing chicken; gross grasshopper; homely halibut,education,p2378,4
1969,crushing chicken; gross grasshopper; homely halibut,education,p2380,3
1970,crushing chicken; gross grasshopper; homely halibut,education,p2387,3
1971,crushing chicken; gross grasshopper; homely halibut,education,p2398,2
1972,crushing chicken; gross grasshopper; homely halibut,education,p2400,3
1973,crushing chicken; gross grasshopper; homely halibut,education,p2403,5
1974,crushing chicken; gross grasshopper; homely halibut,education,p2408,3
1975,crushing chicken; gross grasshopper; homely halibut,education,p2418,2
1976,crushing chicken; gross grasshopper; homely halibut,education,p2426,3
1977,crushing chicken; gross grasshopper; homely halibut,education,p2428,2
1978,crushing chicken; gross grasshopper; homely halibut,education,p2434,5
1979,crushing chicken; gross grasshopper; homely halibut,education,p2446,3
1980,crushing chicken; gross grasshopper; homely halibut,education,p2452,2
1981,crushing chicken; gross grasshopper; homely halibut,education,p2454,2
1982,crushing chicken; gross grasshopper; homely halibut,education,p2462,3
1983,crushing chicken; gross grasshopper; homely halibut,education,p2467,4
1984,crushing chicken; gross grasshopper; homely halibut,education,p2482,3
1985,crushing chicken; gross grasshopper; homely halibut,education,p2489,3
1986,crushing chicken; gross grasshopper; homely halibut,education,p2490,2
1987,crushing chicken; gross grasshopper; homely halibut,education,p2494,3
1988,crushing chicken; gross grasshopper; homely halibut,education,p2502,4
1989,crushing chicken; gross grasshopper; homely halibut,education,p2503,3
1990,crushing chicken; gross grasshopper; homely halibut,education,p2522,3
1991,crushing chicken; gross grasshopper; homely halibut,education,p2524,3
1992,crushing chicken; gross grasshopper; homely halibut,education,p2533,1
1993,crushing chicken; gross grasshopper; homely halibut,education,p2566,3
1994,crushing chicken; gross grasshopper; homely halibut,education,p2571,3
1995,crushing chicken; gross grasshopper; homely halibut,education,p2573,1
1996,crushing chicken; gross grasshopper; homely halibut,education,p2582,4
1997,crushing chicken; gross grasshopper; homely halibut,education,p2591,2
1998,crushing chicken; gross grasshopper; homely halibut,education,p2592,3
1999,crushing chicken; gross grasshopper; homely halibut,education,p2595,4
2000,crushing chicken; gross grasshopper; homely halibut,income,p0016,3
2001,crushing chicken; gross grasshopper; homely halibut,income,p0022,4
2002,crushing chicken; gross grasshopper; homely halibut,income,p0023,4
2003,crushing chicken; gross grasshopper; homely halibut,income,p0026,4
2004,crushing chicken; gross grasshopper; homely halibut,income,p0034,3
2005,crushing chicken; gross grasshopper; homely halibut,income,p0036,3
2006,crushing chicken; gross grasshopper; homely halibut,income,p0037,4
2007,crushing chicken; gross grasshopper; homely halibut,income,p0042,3
2008,crushing chicken; gross grasshopper; homely halibut,income,p0057,3
2009,crushing chicken; gross grasshopper; homely halibut,income,p0066,4
2010,crushing chicken; gross grasshopper; homely halibut,income,p0069,1
2011,crushing chicken; gross grasshopper; homely halibut,income,p0072,4
