,condition,outcome,persona,response
0,limping llama; friendly frog,trust_competent_1,p0016,75
8594,limping llama; friendly frog,donation,p0483,16
8595,limping llama; friendly frog,donation,p0486,10
8596,limping llama; friendly frog,donation,p0487,6
8597,limping llama; friendly frog,donation,p0489,6
8598,limping llama; friendly frog,donation,p0497,10
8599,limping llama; friendly frog,donation,p0502,16
8600,limping llama; friendly frog,donation,p0503,17
8601,limping llama; friendly frog,donation,p0506,17
8602,limping llama; friendly frog,donation,p0511,10
8603,limping llama; friendly frog,donation,p0523,16
8604,limping llama; friendly frog,donation,p0534,6
8605,limping llama; friendly frog,donation,p0536,17
8606,limping llama; friendly frog,donation,p0542,10
8607,limping llama; friendly frog,donation,p0547,17
8608,limping llama; friendly frog,donation,p0553,8
8609,limping llama; friendly frog,donation,p0559,10
8610,limping llama; friendly frog,donation,p0566,6
8611,limping llama; friendly frog,donation,p0568,6
8612,limping llama; friendly frog,donation,p0570,16
8613,limping llama; friendly frog,donation,p0573,6
8614,limping llama; friendly frog,donation,p0578,17
8615,limping llama; friendly frog,donation,p0594,17
8616,limping llama; friendly frog,donation,p0597,17
8617,limping llama; friendly frog,donation,p0601,17
8618,limping llama; friendly frog,donation,p0602,16
8619,limping llama; friendly frog,donation,p0605,17
8620,limping llama; friendly frog,donation,p0615,17
8621,limping llama; friendly frog,donation,p0620,16
8622,limping llama; friendly frog,donation,p0626,17
8623,limping llama; friendly frog,donation,p0629,16
8624,limping llama; friendly frog,donation,p0633,17
8625,limping llama; friendly frog,donation,p0638,16
8626,limping llama; friendly frog,donation,p0639,16
8627,limping llama; friendly frog,donation,p0640,16
8628,limping llama; friendly frog,donation,p0655,10
8629,limping llama; friendly frog,donation,p0656,17
8630,limping llama; friendly frog,donation,p0658,10
8631,limping llama; friendly frog,donation,p0661,6
8632,limping llama; friendly frog,donation,p0669,7
8633,limping llama; friendly frog,donation,p0670,17
8634,limping llama; friendly frog,donation,p0672,10
8635,limping llama; friendly frog,donation,p0674,10
8636,limping llama; friendly frog,donation,p0678,8
8637,limping llama; friendly frog,donation,p0683,16
8638,limping llama; friendly frog,donation,p0686,21
8639,limping llama; friendly frog,donation,p0687,16
8640,limping llama; friendly frog,donation,p0698,16
8641,limping llama; friendly frog,donation,p0700,16
8642,limping llama; friendly frog,donation,p0703,16
8643,limping llama; friendly frog,donation,p0718,7
8644,limping llama; friendly frog,donation,p0744,10
8645,limping llama; friendly frog,donation,p0745,6
8646,limping llama; friendly frog,donation,p0753,17
8647,limping llama; friendly frog,donation,p0770,6
8648,limping llama; friendly frog,donation,p0771,10
8649,limping llama; friendly frog,donation,p0777,6
8650,limping llama; friendly frog,donation,p0779,17
8651,limping llama; friendly frog,donation,p0780,17
8652,limping llama; friendly frog,donation,p0783,7
8653,limping llama; friendly frog,donation,p0785,6
8654,limping llama; friendly frog,donation,p0786,17
8655,limping llama; friendly frog,donation,p0794,10
8656,limping llama; friendly frog,donation,p0798,10
8657,limping llama; friendly frog,donation,p0800,7
8658,limping llama; friendly frog,donation,p0820,17
8659,limping llama; friendly frog,donation,p0841,10
8660,limping llama; friendly frog,donation,p0849,17
8661,limping llama; friendly frog,donation,p0862,10
8662,limping llama; friendly frog,donation,p0867,19
8663,limping llama; friendly frog,donation,p0869,7
8664,limping llama; friendly frog,donation,p0872,10
8665,limping llama; friendly frog,donation,p0880,17
8666,limping llama; friendly frog,donation,p0891,17
8667,limping llama; friendly frog,donation,p0916,10
8668,limping llama; friendly frog,donation,p0917,7
8669,limping llama; friendly frog,donation,p0919,10
8670,limping llama; friendly frog,donation,p0922,16
8671,limping llama; friendly frog,donation,p0925,17
8672,limping llama; friendly frog,donation,p0927,10
8673,limping llama; friendly frog,donation,p0929,17
8674,limping llama; friendly frog,donation,p0930,10
8675,limping llama; friendly frog,donation,p0931,17
8676,limping llama; friendly frog,donation,p0933,17
8677,limping llama; friendly frog,donation,p0934,10
8678,limping llama; friendly frog,donation,p0936,21
8679,limping llama; friendly frog,donation,p0938,10
8680,limping llama; friendly frog,donation,p0939,17
8681,limping llama; friendly frog,donation,p0946,17
8682,limping llama; friendly frog,donation,p0951,17
8683,limping llama; friendly frog,donation,p0956,17
8684,limping llama; friendly frog,donation,p0962,10
8685,limping llama; friendly frog,donation,p0963,6
8686,limping llama; friendly frog,donation,p0969,10
8687,limping llama; friendly frog,donation,p0972,17
8688,limping llama; friendly frog,donation,p0975,6
8689,limping llama; friendly frog,donation,p0985,17
8690,limping llama; friendly frog,donation,p0993,10
8691,limping llama; friendly frog,donation,p0996,17
8692,limping llama; friendly frog,donation,p1011,16
8693,limping llama; friendly frog,donation,p1017,10
8694,limping llama; friendly frog,donation,p1020,6
8695,limping llama; friendly frog,donation,p1022,10
8696,limping llama; friendly frog,donation,p1024,10
8697,limping llama; friendly frog,donation,p1027,10
8698,limping llama; friendly frog,donation,p1028,10
8699,limping llama; friendly frog,donation,p1029,16
8700,limping llama; friendly frog,donation,p1032,16
8701,limping llama; friendly frog,donation,p1040,10
8702,limping llama; friendly frog,donation,p1047,17
8703,limping llama; friendly frog,donation,p1048,17
8704,limping llama; friendly frog,donation,p1053,17
8705,limping llama; friendly frog,donation,p1057,7
8706,limping llama; friendly frog,donation,p1058,7
8707,limping llama; friendly frog,donation,p1063,6
8708,limping llama; friendly frog,donation,p1064,17
8709,limping llama; friendly frog,donation,p1065,7
8710,limping llama; friendly frog,donation,p1069,10
8711,limping llama; friendly frog,donation,p1072,7
8712,limping llama; friendly frog,donation,p1073,17
8713,limping llama; friendly frog,donation,p1075,17
8714,limping llama; friendly frog,donation,p1076,17
8715,limping llama; friendly frog,donation,p1083,16
8716,limping llama; friendly frog,donation,p1089,10
8717,limping llama; friendly frog,donation,p1093,7
8718,limping llama; friendly frog,donation,p1096,16
8719,limping llama; friendly frog,donation,p1100,10
8720,limping llama; friendly frog,donation,p1106,17
8721,limping llama; friendly frog,donation,p1107,17
8722,limping llama; friendly frog,donation,p1113,25
8723,limping llama; friendly frog,donation,p1117,10
8724,limping llama; friendly frog,donation,p1120,7
8725,limping llama; friendly frog,donation,p1134,6
8726,limping llama; friendly frog,donation,p1136,17
8727,limping llama; friendly frog,donation,p1138,7
8728,limping llama; friendly frog,donation,p1144,17
8729,limping llama; friendly frog,donation,p1145,10
8730,limping llama; friendly frog,donation,p1147,6
8731,limping llama; friendly frog,donation,p1148,10
8732,limping llama; friendly frog,donation,p1154,17
8733,limping llama; friendly frog,donation,p1159,10
8734,limping llama; friendly frog,donation,p1167,18
8735,limping llama; friendly frog,donation,p1175,17
8736,limping llama; friendly frog,donation,p1178,17
8737,limping llama; friendly frog,donation,p1184,16
8738,limping llama; friendly frog,donation,p1186,17
8739,limping llama; friendly frog,donation,p1196,17
8740,limping llama; friendly frog,donation,p1197,17
8741,limping llama; friendly frog,donation,p1203,6
8742,limping llama; friendly frog,donation,p1219,17
8743,limping llama; friendly frog,donation,p1225,6
8744,limping llama; friendly frog,donation,p1234,17
8745,limping llama; friendly frog,donation,p1242,10
8746,limping llama; friendly frog,donation,p1244,7
8747,limping llama; friendly frog,donation,p1249,17
8748,limping llama; friendly frog,donation,p1250,16
8749,limping llama; friendly frog,donation,p1256,16
8750,limping llama; friendly frog,donation,p1258,7
8751,limping llama; friendly frog,donation,p1260,7
8752,limping llama; friendly frog,donation,p1262,10
8753,limping llama; friendly frog,donation,p1264,16
8754,limping llama; friendly frog,donation,p1265,16
8755,limping llama; friendly frog,donation,p1269,16
8756,limping llama; friendly frog,donation,p1272,7
8757,limping llama; friendly frog,donation,p1278,10
8758,limping llama; friendly frog,donation,p1281,6
8759,limping llama; friendly frog,donation,p1292,16
8760,limping llama; friendly frog,donation,p1299,6
8761,limping llama; friendly frog,donation,p1312,6
8762,limping llama; friendly frog,donation,p1322,17
8763,limping llama; friendly frog,donation,p1326,17
8764,limping llama; friendly frog,donation,p1330,17
8765,limping llama; friendly frog,donation,p1335,7
8766,limping llama; friendly frog,donation,p1337,8
8767,limping llama; friendly frog,donation,p1340,6
8768,limping llama; friendly frog,donation,p1345,6
8769,limping llama; friendly frog,donation,p1351,17
8770,limping llama; friendly frog,donation,p1355,17
8771,limping llama; friendly frog,donation,p1362,10
8772,limping llama; friendly frog,donation,p1365,24
8773,limping llama; friendly frog,donation,p1366,17
8774,limping llama; friendly frog,donation,p1367,17
8775,limping llama; friendly frog,donation,p1370,16
8776,limping llama; friendly frog,donation,p1371,10
8777,limping llama; friendly frog,donation,p1373,7
8778,limping llama; friendly frog,donation,p1375,10
8779,limping llama; friendly frog,donation,p1376,10
8780,limping llama; friendly frog,donation,p1379,16
8781,limping llama; friendly frog,donation,p1381,17
8782,limping llama; friendly frog,donation,p1393,6
8783,limping llama; friendly frog,donation,p1396,10
8784,limping llama; friendly frog,donation,p1398,6
8785,limping llama; friendly frog,donation,p1404,16
8786,limping llama; friendly frog,donation,p1406,16
8787,limping llama; friendly frog,donation,p1407,16
8788,limping llama; friendly frog,donation,p1409,16
8789,limping llama; friendly frog,donation,p1412,17
8790,limping llama; friendly frog,donation,p1414,10
8791,limping llama; friendly frog,donation,p1424,10
8792,limping llama; friendly frog,donation,p1425,10
8793,limping llama; friendly frog,donation,p1429,17
8794,limping llama; friendly frog,donation,p1434,7
8795,limping llama; friendly frog,donation,p1441,16
8796,limping llama; friendly frog,donation,p1445,16
8797,limping llama; friendly frog,donation,p1450,17
8798,limping llama; friendly frog,donation,p1454,10
8799,limping llama; friendly frog,donation,p1456,10
8800,limping llama; friendly frog,donation,p1457,16
8801,limping llama; friendly frog,donation,p1458,10
8802,limping llama; friendly frog,donation,p1469,6
8803,limping llama; friendly frog,donation,p1470,10
8804,limping llama; friendly frog,donation,p1481,7
8805,limping llama; friendly frog,donation,p1488,17
8806,limping llama; friendly frog,donation,p1492,16
8807,limping llama; friendly frog,donation,p1495,10
8808,limping llama; friendly frog,donation,p1497,16
8809,limping llama; friendly frog,donation,p1499,17
8810,limping llama; friendly frog,donation,p1503,7
8811,limping llama; friendly frog,donation,p1511,10
8812,limping llama; friendly frog,donation,p1512,16
8813,limping llama; friendly frog,donation,p1518,17
8814,limping llama; friendly frog,donation,p1519,17
8815,limping llama; friendly frog,donation,p1520,17
8816,limping llama; friendly frog,donation,p1524,17
8817,limping llama; friendly frog,donation,p1526,10
8818,limping llama; friendly frog,donation,p1537,17
8819,limping llama; friendly frog,donation,p1545,17
8820,limping llama; friendly frog,donation,p1547,6
8821,limping llama; friendly frog,donation,p1552,10
8822,limping llama; friendly frog,donation,p1567,17
8823,limping llama; friendly frog,donation,p1568,7
8824,limping llama; friendly frog,donation,p1579,17
8825,limping llama; friendly frog,donation,p1587,16
8826,limping llama; friendly frog,donation,p1596,17
8827,limping llama; friendly frog,donation,p1600,10
8828,limping llama; friendly frog,donation,p1603,17
8829,limping llama; friendly frog,donation,p1604,16
8830,limping llama; friendly frog,donation,p1610,16
8831,limping llama; friendly frog,donation,p1618,10
8832,limping llama; friendly frog,donation,p1619,10
8833,limping llama; friendly frog,donation,p1622,16
8834,limping llama; friendly frog,donation,p1623,10
8835,limping llama; friendly frog,donation,p1630,24
8836,limping llama; friendly frog,donation,p1641,17
8837,limping llama; friendly frog,donation,p1649,7
8838,limping llama; friendly frog,donation,p1652,16
8839,limping llama; friendly frog,donation,p1665,6
8840,limping llama; friendly frog,donation,p1669,10
8841,limping llama; friendly frog,donation,p1685,8
8842,limping llama; friendly frog,donation,p1693,17
8843,limping llama; friendly frog,donation,p1698,6
8844,limping llama; friendly frog,donation,p1704,6
8845,limping llama; friendly frog,donation,p1711,10
8846,limping llama; friendly frog,donation,p1718,16
8847,limping llama; friendly frog,donation,p1732,6
8848,limping llama; friendly frog,donation,p1739,17
8849,limping llama; friendly frog,donation,p1741,17
8850,limping llama; friendly frog,donation,p1746,17
8851,limping llama; friendly frog,donation,p1751,10
8852,limping llama; friendly frog,donation,p1754,10
8853,limping llama; friendly frog,donation,p1769,10
8854,limping llama; friendly frog,donation,p1771,16
8855,limping llama; friendly frog,donation,p1776,16
8856,limping llama; friendly frog,donation,p1780,17
8857,limping llama; friendly frog,donation,p1785,10
8858,limping llama; friendly frog,donation,p1791,10
8859,limping llama; friendly frog,donation,p1793,8
8860,limping llama; friendly frog,donation,p1796,7
8861,limping llama; friendly frog,donation,p1805,17
8862,limping llama; friendly frog,donation,p1812,6
8863,limping llama; friendly frog,donation,p1816,17
8864,limping llama; friendly frog,donation,p1819,16
8865,limping llama; friendly frog,donation,p1825,10
8866,limping llama; friendly frog,donation,p1836,16
8867,limping llama; friendly frog,donation,p1839,8
8868,limping llama; friendly frog,donation,p1861,8
8869,limping llama; friendly frog,donation,p1863,10
8870,limping llama; friendly frog,donation,p1873,17
8871,limping llama; friendly frog,donation,p1875,17
8872,limping llama; friendly frog,donation,p1876,17
8873,limping llama; friendly frog,donation,p1877,10
8874,limping llama; friendly frog,donation,p1880,17
8875,limping llama; friendly frog,donation,p1883,7
8876,limping llama; friendly frog,donation,p1889,10
8877,limping llama; friendly frog,donation,p1893,7
8878,limping llama; friendly frog,donation,p1896,10
8879,limping llama; friendly frog,donation,p1913,7
8880,limping llama; friendly frog,donation,p1922,10
8881,limping llama; friendly frog,donation,p1930,6
8882,limping llama; friendly frog,donation,p1935,10
8883,limping llama; friendly frog,donation,p1940,10
8884,limping llama; friendly frog,donation,p1948,10
8885,limping llama; friendly frog,donation,p1950,17
8886,limping llama; friendly frog,donation,p1954,17
8887,limping llama; friendly frog,donation,p1956,17
8888,limping llama; friendly frog,donation,p1958,17
8889,limping llama; friendly frog,donation,p1967,6
8890,limping llama; friendly frog,donation,p1973,10
8891,limping llama; friendly frog,donation,p1978,17
8892,limping llama; friendly frog,donation,p1983,16
8893,limping llama; friendly frog,donation,p1984,17
8894,limping llama; friendly frog,donation,p1995,17
8895,limping llama; friendly frog,donation,p1996,17
8896,limping llama; friendly frog,donation,p1997,16
8897,limping llama; friendly frog,donation,p2001,16
8898,limping llama; friendly frog,donation,p2002,17
8899,limping llama; friendly frog,donation,p2013,6
8900,limping llama; friendly frog,donation,p2014,17
8901,limping llama; friendly frog,donation,p2016,6
8902,limping llama; friendly frog,donation,p2018,17
8903,limping llama; friendly frog,donation,p2023,10
8904,limping llama; friendly frog,donation,p2025,10
8905,limping llama; friendly frog,donation,p2028,16
8906,limping llama; friendly frog,donation,p2030,7
8907,limping llama; friendly frog,donation,p2033,17
8908,limping llama; friendly frog,donation,p2040,4
8909,limping llama; friendly frog,donation,p2051,17
8910,limping llama; friendly frog,donation,p2052,16
8911,limping llama; friendly frog,donation,p2066,16
8912,limping llama; friendly frog,donation,p2067,7
8913,limping llama; friendly frog,donation,p2073,10
8914,limping llama; friendly frog,donation,p2077,17
8915,limping llama; friendly frog,donation,p2078,16
8916,limping llama; friendly frog,donation,p2086,21
8917,limping llama; friendly frog,donation,p2089,10
8918,limping llama; friendly frog,donation,p2093,10
8919,limping llama; friendly frog,donation,p2094,6
8920,limping llama; friendly frog,donation,p2111,17
8921,limping llama; friendly frog,donation,p2117,17
8922,limping llama; friendly frog,donation,p2121,7
8923,limping llama; friendly frog,donation,p2127,7
8924,limping llama; friendly frog,donation,p2141,10
8925,limping llama; friendly frog,donation,p2142,16
8926,limping llama; friendly frog,donation,p2143,6
8927,limping llama; friendly frog,donation,p2153,17
8928,limping llama; friendly frog,donation,p2155,17
8929,limping llama; friendly frog,donation,p2169,10
8930,limping llama; friendly frog,donation,p2187,7
8931,limping llama; friendly frog,donation,p2188,7
8932,limping llama; friendly frog,donation,p2197,10
8933,limping llama; friendly frog,donation,p2213,17
8934,limping llama; friendly frog,donation,p2214,17
8935,limping llama; friendly frog,donation,p2215,10
8936,limping llama; friendly frog,donation,p2220,6
8937,limping llama; friendly frog,donation,p2223,17
8938,limping llama; friendly frog,donation,p2229,6
8939,limping llama; friendly frog,donation,p2234,10
8940,limping llama; friendly frog,donation,p2237,10
8941,limping llama; friendly frog,donation,p2238,7
8942,limping llama; friendly frog,donation,p2244,10
8943,limping llama; friendly frog,donation,p2248,17
8944,limping llama; friendly frog,donation,p2252,7
8945,limping llama; friendly frog,donation,p2255,10
8946,limping llama; friendly frog,donation,p2261,10
8947,limping llama; friendly frog,donation,p2263,17
8948,limping llama; friendly frog,donation,p2273,6
8949,limping llama; friendly frog,donation,p2275,17
8950,limping llama; friendly frog,donation,p2276,17
8951,limping llama; friendly frog,donation,p2283,10
8952,limping llama; friendly frog,donation,p2287,17
8953,limping llama; friendly frog,donation,p2296,17
8954,limping llama; friendly frog,donation,p2298,17
8955,limping llama; friendly frog,donation,p2304,10
8956,limping llama; friendly frog,donation,p2310,17
8957,limping llama; friendly frog,donation,p2322,19
8958,limping llama; friendly frog,donation,p2326,7
8959,limping llama; friendly frog,donation,p2330,10
8960,limping llama; friendly frog,donation,p2331,10
8961,limping llama; friendly frog,donation,p2333,17
8962,limping llama; friendly frog,donation,p2347,17
8963,limping llama; friendly frog,donation,p2350,10
8964,limping llama; friendly frog,donation,p2351,6
8965,limping llama; friendly frog,donation,p2353,17
8966,limping llama; friendly frog,donation,p2355,10
8967,limping llama; friendly frog,donation,p2363,17
8968,limping llama; friendly frog,donation,p2378,6
8969,limping llama; friendly frog,donation,p2380,10
8970,limping llama; friendly frog,donation,p2387,6
8971,limping llama; friendly frog,donation,p2398,17
8972,limping llama; friendly frog,donation,p2400,17
8973,limping llama; friendly frog,donation,p2403,10
8974,limping llama; friendly frog,donation,p2408,17
8975,limping llama; friendly frog,donation,p2418,10
8976,limping llama; friendly frog,donation,p2426,10
8977,limping llama; friendly frog,donation,p2428,17
8978,limping llama; friendly frog,donation,p2434,10
8979,limping llama; friendly frog,donation,p2446,16
8980,limping llama; friendly frog,donation,p2452,7
8981,limping llama; friendly frog,donation,p2454,17
8982,limping llama; friendly frog,donation,p2462,6
8983,limping llama; friendly frog,donation,p2467,10
8984,limping llama; friendly frog,donation,p2482,17
8985,limping llama; friendly frog,donation,p2489,17
8986,limping llama; friendly frog,donation,p2490,17
8987,limping llama; friendly frog,donation,p2494,17
8988,limping llama; friendly frog,donation,p2502,10
8989,limping llama; friendly frog,donation,p2503,16
8990,limping llama; friendly frog,donation,p2522,10
8991,limping llama; friendly frog,donation,p2524,10
8992,limping llama; friendly frog,donation,p2533,10
8993,limping llama; friendly frog,donation,p2566,10
8994,limping llama; friendly frog,donation,p2571,17
8995,limping llama; friendly frog,donation,p2573,17
8996,limping llama; friendly frog,donation,p2582,7
8997,limping llama; friendly frog,donation,p2591,10
8998,limping llama; friendly frog,donation,p2592,6
8999,limping llama; friendly frog,donation,p2595,10
9000,limping llama; friendly frog,newsletter,p0016,2
9001,limping llama; friendly frog,newsletter,p0022,2
9002,limping llama; friendly frog,newsletter,p0023,2
9003,limping llama; friendly frog,newsletter,p0026,2
9004,limping llama; friendly frog,newsletter,p0034,2
9005,limping llama; friendly frog,newsletter,p0036,2
9006,limping llama; friendly frog,newsletter,p0037,2
9007,limping llama; friendly frog,newsletter,p0042,2
9008,limping llama; friendly frog,newsletter,p0057,2
9009,limping llama; friendly frog,newsletter,p0066,2
9010,limping llama; friendly frog,newsletter,p0069,2
9011,limping llama; friendly frog,newsletter,p0072,2
9012,limping llama; friendly frog,newsletter,p0073,2
9013,limping llama; friendly frog,newsletter,p0082,2
9014,limping llama; friendly frog,newsletter,p0091,2
9015,limping llama; friendly frog,newsletter,p0092,2
9016,limping llama; friendly frog,newsletter,p0093,2
9017,limping llama; friendly frog,newsletter,p0095,2
9018,limping llama; friendly frog,newsletter,p0107,2
9019,limping llama; friendly frog,newsletter,p0114,2
9020,limping llama; friendly frog,newsletter,p0116,2
9021,limping llama; friendly frog,newsletter,p0118,2
9022,limping llama; friendly frog,newsletter,p0119,2
9023,limping llama; friendly frog,newsletter,p0126,2
9024,limping llama; friendly frog,newsletter,p0129,2
9025,limping llama; friendly frog,newsletter,p0136,2
9026,limping llama; friendly frog,newsletter,p0138,2
9027,limping llama; friendly frog,newsletter,p0144,2
9028,limping llama; friendly frog,newsletter,p0150,2
9029,limping llama; friendly frog,newsletter,p0152,2
9030,limping llama; friendly frog,newsletter,p0158,2
9031,limping llama; friendly frog,newsletter,p0161,2
9032,limping llama; friendly frog,newsletter,p0164,2
9033,limping llama; friendly frog,newsletter,p0175,2
9034,limping llama; friendly frog,newsletter,p0177,2
9035,limping llama; friendly frog,newsletter,p0178,2
9036,limping llama; friendly frog,newsletter,p0181,2
9037,limping llama; friendly frog,newsletter,p0186,2
9038,limping llama; friendly frog,newsletter,p0196,2
9039,limping llama; friendly frog,newsletter,p0198,2
9040,limping llama; friendly frog,newsletter,p0202,2
9041,limping llama; friendly frog,newsletter,p0205,2
9042,limping llama; friendly frog,newsletter,p0207,2
9043,limping llama; friendly frog,newsletter,p0211,2
9044,limping llama; friendly frog,newsletter,p0227,2
9045,limping llama; friendly frog,newsletter,p0229,2
9046,limping llama; friendly frog,newsletter,p0232,2
9047,limping llama; friendly frog,newsletter,p0233,2
9048,limping llama; friendly frog,newsletter,p0237,2
9049,limping llama; friendly frog,newsletter,p0258,2
9050,limping llama; friendly frog,newsletter,p0268,2
9051,limping llama; friendly frog,newsletter,p0274,2
9052,limping llama; friendly frog,newsletter,p0275,2
9053,limping llama; friendly frog,newsletter,p0277,2
9054,limping llama; friendly frog,newsletter,p0288,2
9055,limping llama; friendly frog,newsletter,p0291,2
9056,limping llama; friendly frog,newsletter,p0307,2
9057,limping llama; friendly frog,newsletter,p0308,2
9058,limping llama; friendly frog,newsletter,p0317,2
9059,limping llama; friendly frog,newsletter,p0325,2
9060,limping llama; friendly frog,newsletter,p0327,2
9061,limping llama; friendly frog,newsletter,p0334,2
9062,limping llama; friendly frog,newsletter,p0336,2
9063,limping llama; friendly frog,newsletter,p0338,2
9064,limping llama; friendly frog,newsletter,p0342,2
9065,limping llama; friendly frog,newsletter,p0349,2
9066,limping llama; friendly frog,newsletter,p0356,2
9067,limping llama; friendly frog,newsletter,p0358,2
9068,limping llama; friendly frog,newsletter,p0363,2
9069,limping llama; friendly frog,newsletter,p0364,2
9070,limping llama; friendly frog,newsletter,p0369,2
9071,limping llama; friendly frog,newsletter,p0370,2
9072,limping llama; friendly frog,newsletter,p0371,2
9073,limping llama; friendly frog,newsletter,p0379,2
9074,limping llama; friendly frog,newsletter,p0386,2
9075,limping llama; friendly frog,newsletter,p0396,2
9076,limping llama; friendly frog,newsletter,p0403,2
9077,limping llama; friendly frog,newsletter,p0405,2
9078,limping llama; friendly frog,newsletter,p0412,2
9079,limping llama; friendly frog,newsletter,p0415,2
9080,limping llama; friendly frog,newsletter,p0416,2
9081,limping llama; friendly frog,newsletter,p0417,2
9082,limping llama; friendly frog,newsletter,p0418,2
9083,limping llama; friendly frog,newsletter,p0430,2
9084,limping llama; friendly frog,newsletter,p0431,2
9085,limping llama; friendly frog,newsletter,p0434,2
9086,limping llama; friendly frog,newsletter,p0438,2
9087,limping llama; friendly frog,newsletter,p0441,2
9088,limping llama; friendly frog,newsletter,p0442,2
9089,limping llama; friendly frog,newsletter,p0449,2
9090,limping llama; friendly frog,newsletter,p0450,2
9091,limping llama; friendly frog,newsletter,p0465,2
9092,limping llama; friendly frog,newsletter,p0471,2
9093,limping llama; friendly frog,newsletter,p0477,2
9094,limping llama; friendly frog,newsletter,p0483,2
9095,limping llama; friendly frog,newsletter,p0486,2
9096,limping llama; friendly frog,newsletter,p0487,2
9097,limping llama; friendly frog,newsletter,p0489,2
9098,limping llama; friendly frog,newsletter,p0497,2
9099,limping llama; friendly frog,newsletter,p0502,2
9100,limping llama; friendly frog,newsletter,p0503,2
9101,limping llama; friendly frog,newsletter,p0506,2
9102,limping llama; friendly frog,newsletter,p0511,2
9103,limping llama; friendly frog,newsletter,p0523,2
9104,limping llama; friendly frog,newsletter,p0534,2
9105,limping llama; friendly frog,newsletter,p0536,2
9106,limping llama; friendly frog,newsletter,p0542,2
9107,limping llama; friendly frog,newsletter,p0547,2
9108,limping llama; friendly frog,newsletter,p0553,2
9109,limping llama; friendly frog,newsletter,p0559,2
9110,limping llama; friendly frog,newsletter,p0566,2
9111,limping llama; friendly frog,newsletter,p0568,2
9112,limping llama; friendly frog,newsletter,p0570,2
9113,limping llama; friendly frog,newsletter,p0573,2
9114,limping llama; friendly frog,newsletter,p0578,2
9115,limping llama; friendly frog,newsletter,p0594,2
9116,limping llama; friendly frog,newsletter,p0597,2
9117,limping llama; friendly frog,newsletter,p0601,2
9118,limping llama; friendly frog,newsletter,p0602,2
9119,limping llama; friendly frog,newsletter,p0605,2
9120,limping llama; friendly frog,newsletter,p0615,2
9121,limping llama; friendly frog,newsletter,p0620,2
9122,limping llama; friendly frog,newsletter,p0626,2
9123,limping llama; friendly frog,newsletter,p0629,2
9124,limping llama; friendly frog,newsletter,p0633,2
9125,limping llama; friendly frog,newsletter,p0638,2
9126,limping llama; friendly frog,newsletter,p0639,2
9127,limping llama; friendly frog,newsletter,p0640,2
9128,limping llama; friendly frog,newsletter,p0655,2
9129,limping llama; friendly frog,newsletter,p0656,2
9130,limping llama; friendly frog,newsletter,p0658,2
9131,limping llama; friendly frog,newsletter,p0661,2
9132,limping llama; friendly frog,newsletter,p0669,2
9133,limping llama; friendly frog,newsletter,p0670,2
9134,limping llama; friendly frog,newsletter,p0672,2
9135,limping llama; friendly frog,newsletter,p0674,2
9136,limping llama; friendly frog,newsletter,p0678,2
9137,limping llama; friendly frog,newsletter,p0683,2
9138,limping llama; friendly frog,newsletter,p0686,2
9139,limping llama; friendly frog,newsletter,p0687,2
9140,limping llama; friendly frog,newsletter,p0698,2
9141,limping llama; friendly frog,newsletter,p0700,2
9142,limping llama; friendly frog,newsletter,p0703,2
9143,limping llama; friendly frog,newsletter,p0718,2
9144,limping llama; friendly frog,newsletter,p0744,2
9145,limping llama; friendly frog,newsletter,p0745,2
9146,limping llama; friendly frog,newsletter,p0753,2
9147,limping llama; friendly frog,newsletter,p0770,2
9148,limping llama; friendly frog,newsletter,p0771,2
9149,limping llama; friendly frog,newsletter,p0777,2
9150,limping llama; friendly frog,newsletter,p0779,2
9151,limping llama; friendly frog,newsletter,p0780,2
9152,limping llama; friendly frog,newsletter,p0783,2
9153,limping llama; friendly frog,newsletter,p0785,2
9154,limping llama; friendly frog,newsletter,p0786,2
9155,limping llama; friendly frog,newsletter,p0794,2
9156,limping llama; friendly frog,newsletter,p0798,2
9157,limping llama; friendly frog,newsletter,p0800,2
9158,limping llama; friendly frog,newsletter,p0820,2
9159,limping llama; friendly frog,newsletter,p0841,2
9160,limping llama; friendly frog,newsletter,p0849,2
9161,limping llama; friendly frog,newsletter,p0862,2
9162,limping llama; friendly frog,newsletter,p0867,2
9163,limping llama; friendly frog,newsletter,p0869,2
9164,limping llama; friendly frog,newsletter,p0872,2
9165,limping llama; friendly frog,newsletter,p0880,2
9166,limping llama; friendly frog,newsletter,p0891,2
9167,limping llama; friendly frog,newsletter,p0916,2
9168,limping llama; friendly frog,newsletter,p0917,2
9169,limping llama; friendly frog,newsletter,p0919,2
9170,limping llama; friendly frog,newsletter,p0922,2
9171,limping llama; friendly frog,newsletter,p0925,2
9172,limping llama; friendly frog,newsletter,p0927,2
9173,limping llama; friendly frog,newsletter,p0929,2
9174,limping llama; friendly frog,newsletter,p0930,2
9175,limping llama; friendly frog,newsletter,p0931,2
9176,limping llama; friendly frog,newsletter,p0933,2
9177,limping llama; friendly frog,newsletter,p0934,2
9178,limping llama; friendly frog,newsletter,p0936,2
9179,limping llama; friendly frog,newsletter,p0938,2
9180,limping llama; friendly frog,newsletter,p0939,2
9181,limping llama; friendly frog,newsletter,p0946,2
9182,limping llama; friendly frog,newsletter,p0951,2
9183,limping llama; friendly frog,newsletter,p0956,2
