,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p0016,75
9951,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2283,35
9952,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2287,65
9953,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2296,45
9954,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2298,45
9955,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2304,65
9956,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2310,45
9957,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2322,45
9958,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2326,65
9959,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2330,45
9960,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2331,55
9961,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2333,45
9962,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2347,65
9963,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2350,45
9964,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2351,55
9965,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2353,55
9966,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2355,45
9967,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2363,45
9968,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2378,68
9969,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2380,65
9970,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2387,55
9971,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2398,55
9972,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2400,65
9973,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2403,65
9974,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2408,35
9975,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2418,55
9976,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2426,65
9977,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2428,45
9978,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2434,65
9979,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2446,45
9980,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2452,45
9981,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2454,45
9982,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2462,45
9983,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2467,35
9984,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2482,55
9985,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2489,45
9986,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2490,45
9987,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2494,45
9988,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2502,68
9989,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2503,55
9990,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2522,65
9991,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2524,65
9992,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2533,35
9993,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2566,55
9994,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2571,65
9995,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2573,45
9996,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2582,55
9997,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2591,45
9998,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2592,45
9999,crushing chicken; gross grasshopper; homely halibut,inst_trust_epa_1,p2595,35
10000,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0016,85
10001,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0022,75
10002,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0023,85
10003,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0026,78
10004,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0034,75
10005,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0036,68
10006,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0037,78
10007,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0042,78
10008,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0057,75
10009,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0066,85
10010,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0069,75
10011,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0072,85
10012,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0073,75
10013,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0082,85
10014,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0091,85
10015,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0092,75
10016,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0093,85
10017,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0095,78
10018,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0107,75
10019,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0114,85
10020,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0116,75
10021,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0118,75
10022,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0119,85
10023,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0126,75
10024,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0129,85
10025,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0136,65
10026,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0138,65
10027,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0144,75
10028,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0150,75
10029,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0152,75
10030,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0158,65
10031,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0161,78
10032,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0164,75
10033,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0175,75
10034,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0177,78
10035,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0178,85
10036,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0181,65
10037,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0186,75
10038,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0196,75
10039,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0198,85
10040,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0202,85
10041,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0205,75
10042,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0207,75
10043,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0211,68
10044,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0227,85
10045,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0229,75
10046,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0232,85
10047,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0233,75
10048,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0237,85
10049,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0258,75
10050,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0268,75
10051,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0274,78
10052,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0275,65
10053,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0277,65
10054,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0288,85
10055,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0291,85
10056,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0307,75
10057,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0308,78
10058,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0317,65
10059,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0325,85
10060,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0327,85
10061,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0334,85
10062,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0336,85
10063,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0338,65
10064,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0342,85
10065,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0349,75
10066,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0356,75
10067,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0358,78
10068,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0363,78
10069,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0364,85
10070,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0369,85
10071,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0370,65
10072,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0371,75
10073,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0379,72
10074,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0386,85
10075,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0396,78
10076,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0403,78
10077,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0405,85
10078,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0412,78
10079,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0415,65
10080,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0416,78
10081,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0417,85
10082,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0418,75
10083,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0430,85
10084,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0431,85
10085,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0434,55
10086,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0438,85
10087,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0441,85
10088,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0442,65
10089,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0449,68
10090,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0450,85
10091,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0465,75
10092,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0471,78
10093,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0477,75
10094,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0483,78
10095,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0486,85
10096,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0487,78
10097,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0489,85
10098,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0497,75
10099,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0502,75
10100,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0503,85
10101,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0506,65
10102,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0511,75
10103,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0523,75
10104,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0534,85
10105,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0536,78
10106,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0542,75
10107,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0547,85
10108,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0553,85
10109,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0559,78
10110,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0566,75
10111,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0568,75
10112,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0570,75
10113,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0573,75
10114,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0578,75
10115,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0594,65
10116,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0597,78
10117,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0601,75
10118,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0602,65
10119,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0605,75
10120,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0615,75
10121,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0620,78
10122,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0626,75
10123,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0629,85
10124,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0633,65
10125,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0638,85
10126,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0639,75
10127,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0640,75
10128,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0655,85
10129,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0656,75
10130,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0658,75
10131,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0661,75
10132,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0669,85
10133,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0670,65
10134,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0672,78
10135,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0674,82
10136,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0678,85
10137,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0683,78
10138,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0686,68
10139,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0687,78
10140,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0698,75
10141,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0700,75
10142,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0703,75
10143,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0718,75
10144,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0744,85
10145,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0745,75
10146,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0753,65
10147,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0770,78
10148,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0771,78
10149,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0777,85
10150,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0779,78
10151,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0780,65
10152,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0783,75
10153,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0785,75
10154,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0786,65
10155,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0794,65
10156,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0798,75
10157,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0800,85
10158,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0820,65
10159,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0841,78
10160,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0849,75
10161,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0862,85
10162,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0867,78
10163,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0869,85
10164,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0872,85
10165,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0880,75
10166,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0891,78
10167,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0916,85
10168,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0917,85
10169,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0919,85
10170,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0922,75
10171,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0925,75
10172,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0927,78
10173,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0929,75
10174,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0930,75
10175,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0931,68
10176,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0933,75
10177,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0934,65
10178,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0936,85
10179,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0938,85
10180,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0939,75
10181,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0946,75
10182,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0951,75
10183,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0956,78
10184,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0962,85
10185,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0963,78
10186,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0969,75
10187,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0972,75
10188,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0975,75
10189,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0985,65
10190,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0993,75
10191,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p0996,75
10192,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1011,75
10193,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1017,75
10194,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1020,78
10195,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1022,85
10196,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1024,65
10197,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1027,85
10198,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1028,85
10199,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1029,65
10200,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1032,75
10201,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1040,78
10202,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1047,68
10203,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1048,75
10204,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1053,65
10205,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1057,75
10206,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1058,75
10207,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1063,75
10208,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1064,85
10209,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1065,68
10210,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1069,75
10211,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1072,85
10212,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1073,78
10213,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1075,85
10214,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1076,65
10215,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1083,65
10216,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1089,85
10217,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1093,85
10218,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1096,78
10219,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1100,75
10220,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1106,78
10221,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1107,75
10222,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1113,75
10223,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1117,65
10224,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1120,75
10225,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1134,75
10226,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1136,68
10227,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1138,75
10228,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1144,75
10229,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1145,85
10230,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1147,85
10231,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1148,85
10232,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1154,85
10233,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1159,85
10234,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1167,78
10235,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1175,85
10236,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1178,75
10237,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1184,75
10238,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1186,78
10239,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1196,75
10240,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1197,75
10241,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1203,78
10242,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1219,68
10243,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1225,75
10244,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1234,75
10245,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1242,75
10246,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1244,85
10247,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1249,75
10248,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1250,75
10249,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1256,75
10250,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1258,85
10251,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1260,75
10252,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1262,75
10253,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1264,75
10254,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1265,78
10255,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1269,75
10256,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1272,75
10257,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1278,85
10258,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1281,75
10259,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1292,75
10260,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1299,75
10261,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1312,75
10262,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1322,75
10263,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1326,78
10264,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1330,75
10265,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1335,75
10266,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1337,85
10267,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1340,85
10268,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1345,75
10269,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1351,75
10270,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1355,65
10271,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1362,75
10272,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1365,75
10273,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1366,75
10274,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1367,75
10275,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1370,85
10276,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1371,88
10277,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1373,75
10278,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1375,75
10279,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1376,78
10280,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1379,75
10281,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1381,75
10282,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1393,75
10283,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1396,85
