,condition,outcome,persona,response
0,giant gibbon; brick bobcat,trust_competent_1,p0016,78
11875,giant gibbon; brick bobcat,inst_trust_gov_1,p1883,35
11876,giant gibbon; brick bobcat,inst_trust_gov_1,p1889,35
11877,giant gibbon; brick bobcat,inst_trust_gov_1,p1893,35
11878,giant gibbon; brick bobcat,inst_trust_gov_1,p1896,35
11879,giant gibbon; brick bobcat,inst_trust_gov_1,p1913,35
11880,giant gibbon; brick bobcat,inst_trust_gov_1,p1922,35
11881,giant gibbon; brick bobcat,inst_trust_gov_1,p1930,45
11882,giant gibbon; brick bobcat,inst_trust_gov_1,p1935,35
11883,giant gibbon; brick bobcat,inst_trust_gov_1,p1940,45
11884,giant gibbon; brick bobcat,inst_trust_gov_1,p1948,35
11885,giant gibbon; brick bobcat,inst_trust_gov_1,p1950,35
11886,giant gibbon; brick bobcat,inst_trust_gov_1,p1954,35
11887,giant gibbon; brick bobcat,inst_trust_gov_1,p1956,35
11888,giant gibbon; brick bobcat,inst_trust_gov_1,p1958,35
11889,giant gibbon; brick bobcat,inst_trust_gov_1,p1967,45
11890,giant gibbon; brick bobcat,inst_trust_gov_1,p1973,45
11891,giant gibbon; brick bobcat,inst_trust_gov_1,p1978,35
11892,giant gibbon; brick bobcat,inst_trust_gov_1,p1983,35
11893,giant gibbon; brick bobcat,inst_trust_gov_1,p1984,35
11894,giant gibbon; brick bobcat,inst_trust_gov_1,p1995,35
11895,giant gibbon; brick bobcat,inst_trust_gov_1,p1996,35
11896,giant gibbon; brick bobcat,inst_trust_gov_1,p1997,45
11897,giant gibbon; brick bobcat,inst_trust_gov_1,p2001,45
11898,giant gibbon; brick bobcat,inst_trust_gov_1,p2002,35
11899,giant gibbon; brick bobcat,inst_trust_gov_1,p2013,35
11900,giant gibbon; brick bobcat,inst_trust_gov_1,p2014,35
11901,giant gibbon; brick bobcat,inst_trust_gov_1,p2016,35
11902,giant gibbon; brick bobcat,inst_trust_gov_1,p2018,35
11903,giant gibbon; brick bobcat,inst_trust_gov_1,p2023,45
11904,giant gibbon; brick bobcat,inst_trust_gov_1,p2025,35
11905,giant gibbon; brick bobcat,inst_trust_gov_1,p2028,35
11906,giant gibbon; brick bobcat,inst_trust_gov_1,p2030,45
11907,giant gibbon; brick bobcat,inst_trust_gov_1,p2033,45
11908,giant gibbon; brick bobcat,inst_trust_gov_1,p2040,35
11909,giant gibbon; brick bobcat,inst_trust_gov_1,p2051,35
11910,giant gibbon; brick bobcat,inst_trust_gov_1,p2052,35
11911,giant gibbon; brick bobcat,inst_trust_gov_1,p2066,35
11912,giant gibbon; brick bobcat,inst_trust_gov_1,p2067,35
11913,giant gibbon; brick bobcat,inst_trust_gov_1,p2073,35
11914,giant gibbon; brick bobcat,inst_trust_gov_1,p2077,45
11915,giant gibbon; brick bobcat,inst_trust_gov_1,p2078,35
11916,giant gibbon; brick bobcat,inst_trust_gov_1,p2086,35
11917,giant gibbon; brick bobcat,inst_trust_gov_1,p2089,45
11918,giant gibbon; brick bobcat,inst_trust_gov_1,p2093,35
11919,giant gibbon; brick bobcat,inst_trust_gov_1,p2094,35
11920,giant gibbon; brick bobcat,inst_trust_gov_1,p2111,35
11921,giant gibbon; brick bobcat,inst_trust_gov_1,p2117,45
11922,giant gibbon; brick bobcat,inst_trust_gov_1,p2121,45
11923,giant gibbon; brick bobcat,inst_trust_gov_1,p2127,35
11924,giant gibbon; brick bobcat,inst_trust_gov_1,p2141,35
11925,giant gibbon; brick bobcat,inst_trust_gov_1,p2142,35
11926,giant gibbon; brick bobcat,inst_trust_gov_1,p2143,35
11927,giant gibbon; brick bobcat,inst_trust_gov_1,p2153,35
11928,giant gibbon; brick bobcat,inst_trust_gov_1,p2155,35
11929,giant gibbon; brick bobcat,inst_trust_gov_1,p2169,35
11930,giant gibbon; brick bobcat,inst_trust_gov_1,p2187,35
11931,giant gibbon; brick bobcat,inst_trust_gov_1,p2188,45
11932,giant gibbon; brick bobcat,inst_trust_gov_1,p2197,35
11933,giant gibbon; brick bobcat,inst_trust_gov_1,p2213,35
11934,giant gibbon; brick bobcat,inst_trust_gov_1,p2214,35
11935,giant gibbon; brick bobcat,inst_trust_gov_1,p2215,35
11936,giant gibbon; brick bobcat,inst_trust_gov_1,p2220,35
11937,giant gibbon; brick bobcat,inst_trust_gov_1,p2223,35
11938,giant gibbon; brick bobcat,inst_trust_gov_1,p2229,35
11939,giant gibbon; brick bobcat,inst_trust_gov_1,p2234,35
11940,giant gibbon; brick bobcat,inst_trust_gov_1,p2237,45
11941,giant gibbon; brick bobcat,inst_trust_gov_1,p2238,35
11942,giant gibbon; brick bobcat,inst_trust_gov_1,p2244,35
11943,giant gibbon; brick bobcat,inst_trust_gov_1,p2248,35
11944,giant gibbon; brick bobcat,inst_trust_gov_1,p2252,45
11945,giant gibbon; brick bobcat,inst_trust_gov_1,p2255,25
11946,giant gibbon; brick bobcat,inst_trust_gov_1,p2261,35
11947,giant gibbon; brick bobcat,inst_trust_gov_1,p2263,35
11948,giant gibbon; brick bobcat,inst_trust_gov_1,p2273,35
11949,giant gibbon; brick bobcat,inst_trust_gov_1,p2275,35
11950,giant gibbon; brick bobcat,inst_trust_gov_1,p2276,35
11951,giant gibbon; brick bobcat,inst_trust_gov_1,p2283,35
11952,giant gibbon; brick bobcat,inst_trust_gov_1,p2287,35
11953,giant gibbon; brick bobcat,inst_trust_gov_1,p2296,35
11954,giant gibbon; brick bobcat,inst_trust_gov_1,p2298,35
11955,giant gibbon; brick bobcat,inst_trust_gov_1,p2304,35
11956,giant gibbon; brick bobcat,inst_trust_gov_1,p2310,35
11957,giant gibbon; brick bobcat,inst_trust_gov_1,p2322,35
11958,giant gibbon; brick bobcat,inst_trust_gov_1,p2326,35
11959,giant gibbon; brick bobcat,inst_trust_gov_1,p2330,35
11960,giant gibbon; brick bobcat,inst_trust_gov_1,p2331,25
11961,giant gibbon; brick bobcat,inst_trust_gov_1,p2333,35
11962,giant gibbon; brick bobcat,inst_trust_gov_1,p2347,45
11963,giant gibbon; brick bobcat,inst_trust_gov_1,p2350,35
11964,giant gibbon; brick bobcat,inst_trust_gov_1,p2351,35
11965,giant gibbon; brick bobcat,inst_trust_gov_1,p2353,45
11966,giant gibbon; brick bobcat,inst_trust_gov_1,p2355,35
11967,giant gibbon; brick bobcat,inst_trust_gov_1,p2363,35
11968,giant gibbon; brick bobcat,inst_trust_gov_1,p2378,45
11969,giant gibbon; brick bobcat,inst_trust_gov_1,p2380,35
11970,giant gibbon; brick bobcat,inst_trust_gov_1,p2387,35
11971,giant gibbon; brick bobcat,inst_trust_gov_1,p2398,45
11972,giant gibbon; brick bobcat,inst_trust_gov_1,p2400,35
11973,giant gibbon; brick bobcat,inst_trust_gov_1,p2403,35
11974,giant gibbon; brick bobcat,inst_trust_gov_1,p2408,35
11975,giant gibbon; brick bobcat,inst_trust_gov_1,p2418,45
11976,giant gibbon; brick bobcat,inst_trust_gov_1,p2426,35
11977,giant gibbon; brick bobcat,inst_trust_gov_1,p2428,35
11978,giant gibbon; brick bobcat,inst_trust_gov_1,p2434,45
11979,giant gibbon; brick bobcat,inst_trust_gov_1,p2446,35
11980,giant gibbon; brick bobcat,inst_trust_gov_1,p2452,35
11981,giant gibbon; brick bobcat,inst_trust_gov_1,p2454,35
11982,giant gibbon; brick bobcat,inst_trust_gov_1,p2462,35
11983,giant gibbon; brick bobcat,inst_trust_gov_1,p2467,25
11984,giant gibbon; brick bobcat,inst_trust_gov_1,p2482,35
11985,giant gibbon; brick bobcat,inst_trust_gov_1,p2489,35
11986,giant gibbon; brick bobcat,inst_trust_gov_1,p2490,35
11987,giant gibbon; brick bobcat,inst_trust_gov_1,p2494,35
11988,giant gibbon; brick bobcat,inst_trust_gov_1,p2502,45
11989,giant gibbon; brick bobcat,inst_trust_gov_1,p2503,45
11990,giant gibbon; brick bobcat,inst_trust_gov_1,p2522,45
11991,giant gibbon; brick bobcat,inst_trust_gov_1,p2524,35
11992,giant gibbon; brick bobcat,inst_trust_gov_1,p2533,35
11993,giant gibbon; brick bobcat,inst_trust_gov_1,p2566,35
11994,giant gibbon; brick bobcat,inst_trust_gov_1,p2571,35
11995,giant gibbon; brick bobcat,inst_trust_gov_1,p2573,35
11996,giant gibbon; brick bobcat,inst_trust_gov_1,p2582,45
11997,giant gibbon; brick bobcat,inst_trust_gov_1,p2591,35
11998,giant gibbon; brick bobcat,inst_trust_gov_1,p2592,35
11999,giant gibbon; brick bobcat,inst_trust_gov_1,p2595,25
12000,giant gibbon; brick bobcat,policy_1_1,p0016,85
12001,giant gibbon; brick bobcat,policy_1_1,p0022,82
12002,giant gibbon; brick bobcat,policy_1_1,p0023,88
12003,giant gibbon; brick bobcat,policy_1_1,p0026,82
12004,giant gibbon; brick bobcat,policy_1_1,p0034,78
12005,giant gibbon; brick bobcat,policy_1_1,p0036,75
12006,giant gibbon; brick bobcat,policy_1_1,p0037,78
12007,giant gibbon; brick bobcat,policy_1_1,p0042,78
12008,giant gibbon; brick bobcat,policy_1_1,p0057,78
12009,giant gibbon; brick bobcat,policy_1_1,p0066,85
12010,giant gibbon; brick bobcat,policy_1_1,p0069,75
12011,giant gibbon; brick bobcat,policy_1_1,p0072,88
12012,giant gibbon; brick bobcat,policy_1_1,p0073,78
12013,giant gibbon; brick bobcat,policy_1_1,p0082,85
12014,giant gibbon; brick bobcat,policy_1_1,p0091,88
12015,giant gibbon; brick bobcat,policy_1_1,p0092,75
12016,giant gibbon; brick bobcat,policy_1_1,p0093,85
12017,giant gibbon; brick bobcat,policy_1_1,p0095,82
12018,giant gibbon; brick bobcat,policy_1_1,p0107,78
12019,giant gibbon; brick bobcat,policy_1_1,p0114,85
12020,giant gibbon; brick bobcat,policy_1_1,p0116,75
12021,giant gibbon; brick bobcat,policy_1_1,p0118,78
12022,giant gibbon; brick bobcat,policy_1_1,p0119,82
12023,giant gibbon; brick bobcat,policy_1_1,p0126,78
12024,giant gibbon; brick bobcat,policy_1_1,p0129,85
12025,giant gibbon; brick bobcat,policy_1_1,p0136,72
12026,giant gibbon; brick bobcat,policy_1_1,p0138,72
12027,giant gibbon; brick bobcat,policy_1_1,p0144,78
12028,giant gibbon; brick bobcat,policy_1_1,p0150,75
12029,giant gibbon; brick bobcat,policy_1_1,p0152,78
12030,giant gibbon; brick bobcat,policy_1_1,p0158,68
12031,giant gibbon; brick bobcat,policy_1_1,p0161,82
12032,giant gibbon; brick bobcat,policy_1_1,p0164,78
12033,giant gibbon; brick bobcat,policy_1_1,p0175,82
12034,giant gibbon; brick bobcat,policy_1_1,p0177,85
12035,giant gibbon; brick bobcat,policy_1_1,p0178,88
12036,giant gibbon; brick bobcat,policy_1_1,p0181,65
12037,giant gibbon; brick bobcat,policy_1_1,p0186,75
12038,giant gibbon; brick bobcat,policy_1_1,p0196,78
12039,giant gibbon; brick bobcat,policy_1_1,p0198,85
12040,giant gibbon; brick bobcat,policy_1_1,p0202,82
12041,giant gibbon; brick bobcat,policy_1_1,p0205,75
12042,giant gibbon; brick bobcat,policy_1_1,p0207,75
12043,giant gibbon; brick bobcat,policy_1_1,p0211,68
12044,giant gibbon; brick bobcat,policy_1_1,p0227,85
12045,giant gibbon; brick bobcat,policy_1_1,p0229,78
12046,giant gibbon; brick bobcat,policy_1_1,p0232,85
12047,giant gibbon; brick bobcat,policy_1_1,p0233,75
12048,giant gibbon; brick bobcat,policy_1_1,p0237,88
12049,giant gibbon; brick bobcat,policy_1_1,p0258,78
12050,giant gibbon; brick bobcat,policy_1_1,p0268,65
12051,giant gibbon; brick bobcat,policy_1_1,p0274,85
12052,giant gibbon; brick bobcat,policy_1_1,p0275,45
12053,giant gibbon; brick bobcat,policy_1_1,p0277,75
12054,giant gibbon; brick bobcat,policy_1_1,p0288,85
12055,giant gibbon; brick bobcat,policy_1_1,p0291,85
12056,giant gibbon; brick bobcat,policy_1_1,p0307,75
12057,giant gibbon; brick bobcat,policy_1_1,p0308,82
12058,giant gibbon; brick bobcat,policy_1_1,p0317,75
12059,giant gibbon; brick bobcat,policy_1_1,p0325,85
12060,giant gibbon; brick bobcat,policy_1_1,p0327,88
12061,giant gibbon; brick bobcat,policy_1_1,p0334,85
12062,giant gibbon; brick bobcat,policy_1_1,p0336,85
12063,giant gibbon; brick bobcat,policy_1_1,p0338,65
12064,giant gibbon; brick bobcat,policy_1_1,p0342,82
12065,giant gibbon; brick bobcat,policy_1_1,p0349,78
12066,giant gibbon; brick bobcat,policy_1_1,p0356,85
12067,giant gibbon; brick bobcat,policy_1_1,p0358,85
12068,giant gibbon; brick bobcat,policy_1_1,p0363,82
12069,giant gibbon; brick bobcat,policy_1_1,p0364,85
12070,giant gibbon; brick bobcat,policy_1_1,p0369,88
12071,giant gibbon; brick bobcat,policy_1_1,p0370,75
12072,giant gibbon; brick bobcat,policy_1_1,p0371,78
12073,giant gibbon; brick bobcat,policy_1_1,p0379,78
12074,giant gibbon; brick bobcat,policy_1_1,p0386,88
12075,giant gibbon; brick bobcat,policy_1_1,p0396,85
12076,giant gibbon; brick bobcat,policy_1_1,p0403,78
12077,giant gibbon; brick bobcat,policy_1_1,p0405,85
12078,giant gibbon; brick bobcat,policy_1_1,p0412,82
12079,giant gibbon; brick bobcat,policy_1_1,p0415,65
12080,giant gibbon; brick bobcat,policy_1_1,p0416,82
12081,giant gibbon; brick bobcat,policy_1_1,p0417,85
12082,giant gibbon; brick bobcat,policy_1_1,p0418,75
12083,giant gibbon; brick bobcat,policy_1_1,p0430,85
12084,giant gibbon; brick bobcat,policy_1_1,p0431,88
12085,giant gibbon; brick bobcat,policy_1_1,p0434,45
12086,giant gibbon; brick bobcat,policy_1_1,p0438,88
12087,giant gibbon; brick bobcat,policy_1_1,p0441,85
12088,giant gibbon; brick bobcat,policy_1_1,p0442,65
12089,giant gibbon; brick bobcat,policy_1_1,p0449,78
12090,giant gibbon; brick bobcat,policy_1_1,p0450,85
12091,giant gibbon; brick bobcat,policy_1_1,p0465,78
12092,giant gibbon; brick bobcat,policy_1_1,p0471,78
12093,giant gibbon; brick bobcat,policy_1_1,p0477,78
12094,giant gibbon; brick bobcat,policy_1_1,p0483,78
12095,giant gibbon; brick bobcat,policy_1_1,p0486,85
12096,giant gibbon; brick bobcat,policy_1_1,p0487,85
12097,giant gibbon; brick bobcat,policy_1_1,p0489,85
12098,giant gibbon; brick bobcat,policy_1_1,p0497,75
12099,giant gibbon; brick bobcat,policy_1_1,p0502,78
12100,giant gibbon; brick bobcat,policy_1_1,p0503,85
12101,giant gibbon; brick bobcat,policy_1_1,p0506,75
12102,giant gibbon; brick bobcat,policy_1_1,p0511,82
12103,giant gibbon; brick bobcat,policy_1_1,p0523,82
12104,giant gibbon; brick bobcat,policy_1_1,p0534,85
12105,giant gibbon; brick bobcat,policy_1_1,p0536,78
12106,giant gibbon; brick bobcat,policy_1_1,p0542,75
12107,giant gibbon; brick bobcat,policy_1_1,p0547,85
12108,giant gibbon; brick bobcat,policy_1_1,p0553,85
12109,giant gibbon; brick bobcat,policy_1_1,p0559,85
12110,giant gibbon; brick bobcat,policy_1_1,p0566,82
12111,giant gibbon; brick bobcat,policy_1_1,p0568,85
12112,giant gibbon; brick bobcat,policy_1_1,p0570,55
12113,giant gibbon; brick bobcat,policy_1_1,p0573,78
12114,giant gibbon; brick bobcat,policy_1_1,p0578,78
12115,giant gibbon; brick bobcat,policy_1_1,p0594,68
12116,giant gibbon; brick bobcat,policy_1_1,p0597,82
12117,giant gibbon; brick bobcat,policy_1_1,p0601,82
12118,giant gibbon; brick bobcat,policy_1_1,p0602,75
12119,giant gibbon; brick bobcat,policy_1_1,p0605,78
12120,giant gibbon; brick bobcat,policy_1_1,p0615,75
12121,giant gibbon; brick bobcat,policy_1_1,p0620,82
12122,giant gibbon; brick bobcat,policy_1_1,p0626,78
12123,giant gibbon; brick bobcat,policy_1_1,p0629,85
12124,giant gibbon; brick bobcat,policy_1_1,p0633,75
12125,giant gibbon; brick bobcat,policy_1_1,p0638,82
12126,giant gibbon; brick bobcat,policy_1_1,p0639,85
12127,giant gibbon; brick bobcat,policy_1_1,p0640,78
12128,giant gibbon; brick bobcat,policy_1_1,p0655,85
12129,giant gibbon; brick bobcat,policy_1_1,p0656,78
12130,giant gibbon; brick bobcat,policy_1_1,p0658,75
12131,giant gibbon; brick bobcat,policy_1_1,p0661,78
12132,giant gibbon; brick bobcat,policy_1_1,p0669,85
12133,giant gibbon; brick bobcat,policy_1_1,p0670,75
12134,giant gibbon; brick bobcat,policy_1_1,p0672,78
12135,giant gibbon; brick bobcat,policy_1_1,p0674,82
12136,giant gibbon; brick bobcat,policy_1_1,p0678,85
12137,giant gibbon; brick bobcat,policy_1_1,p0683,82
12138,giant gibbon; brick bobcat,policy_1_1,p0686,78
12139,giant gibbon; brick bobcat,policy_1_1,p0687,85
12140,giant gibbon; brick bobcat,policy_1_1,p0698,78
12141,giant gibbon; brick bobcat,policy_1_1,p0700,78
12142,giant gibbon; brick bobcat,policy_1_1,p0703,78
12143,giant gibbon; brick bobcat,policy_1_1,p0718,78
12144,giant gibbon; brick bobcat,policy_1_1,p0744,85
12145,giant gibbon; brick bobcat,policy_1_1,p0745,82
12146,giant gibbon; brick bobcat,policy_1_1,p0753,65
12147,giant gibbon; brick bobcat,policy_1_1,p0770,82
12148,giant gibbon; brick bobcat,policy_1_1,p0771,85
12149,giant gibbon; brick bobcat,policy_1_1,p0777,88
12150,giant gibbon; brick bobcat,policy_1_1,p0779,82
12151,giant gibbon; brick bobcat,policy_1_1,p0780,72
12152,giant gibbon; brick bobcat,policy_1_1,p0783,78
12153,giant gibbon; brick bobcat,policy_1_1,p0785,78
12154,giant gibbon; brick bobcat,policy_1_1,p0786,75
12155,giant gibbon; brick bobcat,policy_1_1,p0794,65
12156,giant gibbon; brick bobcat,policy_1_1,p0798,65
12157,giant gibbon; brick bobcat,policy_1_1,p0800,82
12158,giant gibbon; brick bobcat,policy_1_1,p0820,68
12159,giant gibbon; brick bobcat,policy_1_1,p0841,78
12160,giant gibbon; brick bobcat,policy_1_1,p0849,78
12161,giant gibbon; brick bobcat,policy_1_1,p0862,88
12162,giant gibbon; brick bobcat,policy_1_1,p0867,85
12163,giant gibbon; brick bobcat,policy_1_1,p0869,85
12164,giant gibbon; brick bobcat,policy_1_1,p0872,85
12165,giant gibbon; brick bobcat,policy_1_1,p0880,85
12166,giant gibbon; brick bobcat,policy_1_1,p0891,78
12167,giant gibbon; brick bobcat,policy_1_1,p0916,85
12168,giant gibbon; brick bobcat,policy_1_1,p0917,85
12169,giant gibbon; brick bobcat,policy_1_1,p0919,88
12170,giant gibbon; brick bobcat,policy_1_1,p0922,78
12171,giant gibbon; brick bobcat,policy_1_1,p0925,82
12172,giant gibbon; brick bobcat,policy_1_1,p0927,85
12173,giant gibbon; brick bobcat,policy_1_1,p0929,78
12174,giant gibbon; brick bobcat,policy_1_1,p0930,85
12175,giant gibbon; brick bobcat,policy_1_1,p0931,68
12176,giant gibbon; brick bobcat,policy_1_1,p0933,75
12177,giant gibbon; brick bobcat,policy_1_1,p0934,68
12178,giant gibbon; brick bobcat,policy_1_1,p0936,85
12179,giant gibbon; brick bobcat,policy_1_1,p0938,85
12180,giant gibbon; brick bobcat,policy_1_1,p0939,78
12181,giant gibbon; brick bobcat,policy_1_1,p0946,78
12182,giant gibbon; brick bobcat,policy_1_1,p0951,78
12183,giant gibbon; brick bobcat,policy_1_1,p0956,82
12184,giant gibbon; brick bobcat,policy_1_1,p0962,85
12185,giant gibbon; brick bobcat,policy_1_1,p0963,85
12186,giant gibbon; brick bobcat,policy_1_1,p0969,75
12187,giant gibbon; brick bobcat,policy_1_1,p0972,78
12188,giant gibbon; brick bobcat,policy_1_1,p0975,75
12189,giant gibbon; brick bobcat,policy_1_1,p0985,75
12190,giant gibbon; brick bobcat,policy_1_1,p0993,85
12191,giant gibbon; brick bobcat,policy_1_1,p0996,78
12192,giant gibbon; brick bobcat,policy_1_1,p1011,75
12193,giant gibbon; brick bobcat,policy_1_1,p1017,75
12194,giant gibbon; brick bobcat,policy_1_1,p1020,82
12195,giant gibbon; brick bobcat,policy_1_1,p1022,85
12196,giant gibbon; brick bobcat,policy_1_1,p1024,65
12197,giant gibbon; brick bobcat,policy_1_1,p1027,88
12198,giant gibbon; brick bobcat,policy_1_1,p1028,88
12199,giant gibbon; brick bobcat,policy_1_1,p1029,65
12200,giant gibbon; brick bobcat,policy_1_1,p1032,78
12201,giant gibbon; brick bobcat,policy_1_1,p1040,85
12202,giant gibbon; brick bobcat,policy_1_1,p1047,65
12203,giant gibbon; brick bobcat,policy_1_1,p1048,78
12204,giant gibbon; brick bobcat,policy_1_1,p1053,75
12205,giant gibbon; brick bobcat,policy_1_1,p1057,75
12206,giant gibbon; brick bobcat,policy_1_1,p1058,78
12207,giant gibbon; brick bobcat,policy_1_1,p1063,75
12208,giant gibbon; brick bobcat,policy_1_1,p1064,85
12209,giant gibbon; brick bobcat,policy_1_1,p1065,72
12210,giant gibbon; brick bobcat,policy_1_1,p1069,78
12211,giant gibbon; brick bobcat,policy_1_1,p1072,82
12212,giant gibbon; brick bobcat,policy_1_1,p1073,82
12213,giant gibbon; brick bobcat,policy_1_1,p1075,85
12214,giant gibbon; brick bobcat,policy_1_1,p1076,65
12215,giant gibbon; brick bobcat,policy_1_1,p1083,75
12216,giant gibbon; brick bobcat,policy_1_1,p1089,88
12217,giant gibbon; brick bobcat,policy_1_1,p1093,82
12218,giant gibbon; brick bobcat,policy_1_1,p1096,82
12219,giant gibbon; brick bobcat,policy_1_1,p1100,82
12220,giant gibbon; brick bobcat,policy_1_1,p1106,82
12221,giant gibbon; brick bobcat,policy_1_1,p1107,75
12222,giant gibbon; brick bobcat,policy_1_1,p1113,85
12223,giant gibbon; brick bobcat,policy_1_1,p1117,65
12224,giant gibbon; brick bobcat,policy_1_1,p1120,78
12225,giant gibbon; brick bobcat,policy_1_1,p1134,78
12226,giant gibbon; brick bobcat,policy_1_1,p1136,68
12227,giant gibbon; brick bobcat,policy_1_1,p1138,82
12228,giant gibbon; brick bobcat,policy_1_1,p1144,75
12229,giant gibbon; brick bobcat,policy_1_1,p1145,88
12230,giant gibbon; brick bobcat,policy_1_1,p1147,85
12231,giant gibbon; brick bobcat,policy_1_1,p1148,88
12232,giant gibbon; brick bobcat,policy_1_1,p1154,85
12233,giant gibbon; brick bobcat,policy_1_1,p1159,85
12234,giant gibbon; brick bobcat,policy_1_1,p1167,82
12235,giant gibbon; brick bobcat,policy_1_1,p1175,85
12236,giant gibbon; brick bobcat,policy_1_1,p1178,78
12237,giant gibbon; brick bobcat,policy_1_1,p1184,78
12238,giant gibbon; brick bobcat,policy_1_1,p1186,82
12239,giant gibbon; brick bobcat,policy_1_1,p1196,75
12240,giant gibbon; brick bobcat,policy_1_1,p1197,75
12241,giant gibbon; brick bobcat,policy_1_1,p1203,82
12242,giant gibbon; brick bobcat,policy_1_1,p1219,75
12243,giant gibbon; brick bobcat,policy_1_1,p1225,78
12244,giant gibbon; brick bobcat,policy_1_1,p1234,85
12245,giant gibbon; brick bobcat,policy_1_1,p1242,78
12246,giant gibbon; brick bobcat,policy_1_1,p1244,82
12247,giant gibbon; brick bobcat,policy_1_1,p1249,78
12248,giant gibbon; brick bobcat,policy_1_1,p1250,78
12249,giant gibbon; brick bobcat,policy_1_1,p1256,78
12250,giant gibbon; brick bobcat,policy_1_1,p1258,85
12251,giant gibbon; brick bobcat,policy_1_1,p1260,75
12252,giant gibbon; brick bobcat,policy_1_1,p1262,78
12253,giant gibbon; brick bobcat,policy_1_1,p1264,78
12254,giant gibbon; brick bobcat,policy_1_1,p1265,82
12255,giant gibbon; brick bobcat,policy_1_1,p1269,82
12256,giant gibbon; brick bobcat,policy_1_1,p1272,78
12257,giant gibbon; brick bobcat,policy_1_1,p1278,85
12258,giant gibbon; brick bobcat,policy_1_1,p1281,75
12259,giant gibbon; brick bobcat,policy_1_1,p1292,78
12260,giant gibbon; brick bobcat,policy_1_1,p1299,78
12261,giant gibbon; brick bobcat,policy_1_1,p1312,78
12262,giant gibbon; brick bobcat,policy_1_1,p1322,82
12263,giant gibbon; brick bobcat,policy_1_1,p1326,82
12264,giant gibbon; brick bobcat,policy_1_1,p1330,82
12265,giant gibbon; brick bobcat,policy_1_1,p1335,82
12266,giant gibbon; brick bobcat,policy_1_1,p1337,85
12267,giant gibbon; brick bobcat,policy_1_1,p1340,85
12268,giant gibbon; brick bobcat,policy_1_1,p1345,82
12269,giant gibbon; brick bobcat,policy_1_1,p1351,75
12270,giant gibbon; brick bobcat,policy_1_1,p1355,75
12271,giant gibbon; brick bobcat,policy_1_1,p1362,85
12272,giant gibbon; brick bobcat,policy_1_1,p1365,78
12273,giant gibbon; brick bobcat,policy_1_1,p1366,75
12274,giant gibbon; brick bobcat,policy_1_1,p1367,75
12275,giant gibbon; brick bobcat,policy_1_1,p1370,82
12276,giant gibbon; brick bobcat,policy_1_1,p1371,88
12277,giant gibbon; brick bobcat,policy_1_1,p1373,78
12278,giant gibbon; brick bobcat,policy_1_1,p1375,78
12279,giant gibbon; brick bobcat,policy_1_1,p1376,78
12280,giant gibbon; brick bobcat,policy_1_1,p1379,78
12281,giant gibbon; brick bobcat,policy_1_1,p1381,78
12282,giant gibbon; brick bobcat,policy_1_1,p1393,85
12283,giant gibbon; brick bobcat,policy_1_1,p1396,88
12284,giant gibbon; brick bobcat,policy_1_1,p1398,82
12285,giant gibbon; brick bobcat,policy_1_1,p1404,85
12286,giant gibbon; brick bobcat,policy_1_1,p1406,78
12287,giant gibbon; brick bobcat,policy_1_1,p1407,75
12288,giant gibbon; brick bobcat,policy_1_1,p1409,78
12289,giant gibbon; brick bobcat,policy_1_1,p1412,85
12290,giant gibbon; brick bobcat,policy_1_1,p1414,88
12291,giant gibbon; brick bobcat,policy_1_1,p1424,85
12292,giant gibbon; brick bobcat,policy_1_1,p1425,75
12293,giant gibbon; brick bobcat,policy_1_1,p1429,75
12294,giant gibbon; brick bobcat,policy_1_1,p1434,82
12295,giant gibbon; brick bobcat,policy_1_1,p1441,78
12296,giant gibbon; brick bobcat,policy_1_1,p1445,78
12297,giant gibbon; brick bobcat,policy_1_1,p1450,82
12298,giant gibbon; brick bobcat,policy_1_1,p1454,78
12299,giant gibbon; brick bobcat,policy_1_1,p1456,75
12300,giant gibbon; brick bobcat,policy_1_1,p1457,72
12301,giant gibbon; brick bobcat,policy_1_1,p1458,88
12302,giant gibbon; brick bobcat,policy_1_1,p1469,78
12303,giant gibbon; brick bobcat,policy_1_1,p1470,75
12304,giant gibbon; brick bobcat,policy_1_1,p1481,82
12305,giant gibbon; brick bobcat,policy_1_1,p1488,82
12306,giant gibbon; brick bobcat,policy_1_1,p1492,75
12307,giant gibbon; brick bobcat,policy_1_1,p1495,82
12308,giant gibbon; brick bobcat,policy_1_1,p1497,78
12309,giant gibbon; brick bobcat,policy_1_1,p1499,78
12310,giant gibbon; brick bobcat,policy_1_1,p1503,82
12311,giant gibbon; brick bobcat,policy_1_1,p1511,85
12312,giant gibbon; brick bobcat,policy_1_1,p1512,78
12313,giant gibbon; brick bobcat,policy_1_1,p1518,78
12314,giant gibbon; brick bobcat,policy_1_1,p1519,78
12315,giant gibbon; brick bobcat,policy_1_1,p1520,62
12316,giant gibbon; brick bobcat,policy_1_1,p1524,85
12317,giant gibbon; brick bobcat,policy_1_1,p1526,78
12318,giant gibbon; brick bobcat,policy_1_1,p1537,82
12319,giant gibbon; brick bobcat,policy_1_1,p1545,82
12320,giant gibbon; brick bobcat,policy_1_1,p1547,85
12321,giant gibbon; brick bobcat,policy_1_1,p1552,88
12322,giant gibbon; brick bobcat,policy_1_1,p1567,85
