,condition,outcome,persona,response
10201,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1040,75
10202,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1047,65
10203,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1048,75
10204,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1053,68
10205,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1057,65
10206,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1058,75
10207,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1063,65
10208,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1064,78
10209,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1065,68
10210,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1069,65
10211,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1072,78
10212,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1073,78
10213,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1075,78
10214,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1076,65
10215,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1083,65
10216,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1089,85
10217,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1093,78
10218,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1096,75
10219,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1100,75
10220,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1106,78
10221,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1107,68
10222,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1113,68
10223,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1117,45
10224,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1120,75
10225,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1134,75
10226,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1136,68
10227,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1138,75
10228,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1144,65
10229,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1145,85
10230,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1147,88
10231,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1148,78
10232,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1154,85
10233,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1159,78
10234,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1167,78
10235,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1175,78
10236,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1178,75
10237,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1184,65
10238,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1186,78
10239,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1196,65
10240,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1197,68
10241,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1203,78
10242,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1219,68
10243,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1225,75
10244,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1234,75
10245,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1242,65
10246,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1244,75
10247,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1249,68
10248,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1250,65
10249,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1256,65
10250,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1258,82
10251,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1260,65
10252,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1262,65
10253,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1264,65
10254,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1265,75
10255,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1269,65
10256,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1272,75
10257,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1278,85
10258,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1281,68
10259,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1292,65
10260,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1299,75
10261,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1312,75
10262,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1322,75
10263,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1326,78
10264,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1330,75
10265,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1335,75
10266,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1337,75
10267,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1340,85
10268,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1345,75
10269,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1351,65
10270,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1355,68
10271,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1362,68
10272,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1365,75
10273,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1366,55
10274,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1367,68
10275,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1370,75
10276,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1371,85
10277,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1373,75
10278,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1375,75
10279,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1376,75
10280,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1379,65
10281,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1381,65
10282,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1393,78
10283,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1396,85
10284,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1398,75
10285,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1404,75
10286,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1406,75
10287,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1407,65
10288,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1409,72
10289,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1412,78
10290,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1414,85
10291,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1424,75
10292,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1425,68
10293,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1429,65
10294,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1434,75
10295,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1441,65
10296,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1445,65
10297,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1450,75
10298,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1454,78
10299,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1456,65
10300,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1457,55
10301,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1458,85
10302,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1469,78
10303,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1470,75
10304,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1481,75
10305,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1488,78
10306,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1492,65
10307,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1495,75
10308,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1497,65
10309,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1499,75
10310,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1503,75
10311,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1511,85
10312,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1512,65
10313,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1518,78
10314,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1519,75
10315,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1520,55
10316,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1524,78
10317,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1526,75
10318,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1537,75
10319,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1545,78
10320,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1547,78
10321,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1552,85
10322,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1567,68
10323,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1568,75
10324,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1579,45
10325,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1587,45
10326,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1596,65
10327,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1600,78
10328,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1603,75
10329,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1604,75
10330,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1610,65
10331,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1618,65
10332,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1619,85
10333,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1622,85
10334,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1623,55
10335,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1630,65
10336,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1641,68
10337,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1649,65
10338,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1652,65
10339,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1665,75
10340,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1669,75
10341,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1685,75
10342,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1693,75
10343,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1698,68
10344,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1704,75
10345,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1711,78
10346,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1718,65
10347,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1732,65
10348,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1739,75
10349,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1741,82
10350,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1746,68
10351,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1751,65
10352,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1754,75
10353,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1769,75
10354,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1771,75
10355,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1776,75
10356,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1780,75
10357,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1785,68
10358,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1791,78
10359,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1793,75
10360,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1796,72
10361,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1805,75
10362,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1812,85
10363,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1816,75
10364,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1819,75
10365,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1825,85
10366,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1836,82
10367,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1839,75
10368,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1861,65
10369,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1863,78
10370,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1873,78
10371,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1875,75
10372,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1876,85
10373,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1877,75
10374,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1880,68
10375,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1883,75
10376,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1889,45
10377,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1893,75
10378,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1896,78
10379,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1913,72
10380,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1922,85
10381,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1930,85
10382,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1935,78
10383,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1940,78
10384,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1948,68
10385,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1950,75
10386,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1954,68
10387,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1956,55
10388,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1958,75
10389,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1967,82
10390,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1973,85
10391,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1978,78
10392,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1983,65
10393,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1984,55
10394,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1995,75
10395,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1996,68
10396,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p1997,72
10397,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2001,75
10398,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2002,65
10399,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2013,85
10400,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2014,65
10401,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2016,78
10402,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2018,65
10403,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2023,75
10404,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2025,85
10405,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2028,68
10406,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2030,78
10407,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2033,78
10408,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2040,55
10409,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2051,75
10410,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2052,78
10411,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2066,55
10412,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2067,78
10413,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2073,85
10414,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2077,75
10415,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2078,72
10416,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2086,78
10417,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2089,82
10418,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2093,55
10419,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2094,78
10420,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2111,68
10421,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2117,78
10422,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2121,75
10423,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2127,75
10424,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2141,75
10425,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2142,45
10426,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2143,85
10427,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2153,75
10428,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2155,68
10429,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2169,65
10430,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2187,68
10431,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2188,78
10432,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2197,68
10433,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2213,68
10434,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2214,68
10435,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2215,78
10436,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2220,75
10437,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2223,68
10438,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2229,68
10439,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2234,78
10440,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2237,82
10441,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2238,75
10442,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2244,75
10443,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2248,75
10444,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2252,78
10445,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2255,35
10446,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2261,55
10447,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2263,75
10448,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2273,75
10449,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2275,78
10450,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2276,68
10451,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2283,45
10452,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2287,75
10453,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2296,55
10454,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2298,68
10455,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2304,82
10456,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2310,65
10457,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2322,55
10458,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2326,78
10459,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2330,75
10460,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2331,75
10461,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2333,68
10462,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2347,78
10463,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2350,68
10464,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2351,75
10465,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2353,75
10466,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2355,65
10467,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2363,65
10468,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2378,78
10469,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2380,78
10470,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2387,78
10471,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2398,75
10472,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2400,85
10473,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2403,75
10474,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2408,62
10475,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2418,75
10476,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2426,75
10477,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2428,45
10478,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2434,78
10479,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2446,45
10480,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2452,65
10481,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2454,68
10482,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2462,68
10483,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2467,45
10484,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2482,68
10485,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2489,65
10486,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2490,68
10487,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2494,55
10488,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2502,82
10489,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2503,75
10490,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2522,78
10491,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2524,78
10492,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2533,55
10493,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2566,75
10494,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2571,78
10495,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2573,65
10496,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2582,75
10497,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2591,75
10498,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2592,75
10499,orchid orangutan; defiant dragonfly,inst_trust_nasa_1,p2595,45
10500,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0016,78
10501,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0022,62
10502,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0023,75
10503,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0026,68
10504,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0034,55
10505,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0036,55
10506,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0037,68
10507,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0042,68
10508,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0057,55
10509,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0066,78
10510,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0069,45
10511,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0072,75
10512,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0073,62
10513,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0082,68
10514,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0091,75
10515,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0092,55
10516,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0093,68
10517,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0095,68
10518,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0107,45
10519,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0114,78
10520,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0116,45
10521,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0118,45
10522,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0119,68
10523,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0126,68
10524,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0129,78
10525,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0136,45
10526,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0138,45
10527,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0144,58
10528,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0150,45
10529,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0152,45
10530,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0158,45
10531,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0161,68
10532,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0164,45
10533,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0175,68
10534,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0177,68
10535,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0178,68
10536,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0181,35
10537,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0186,45
10538,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0196,62
10539,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0198,75
10540,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0202,75
10541,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0205,45
10542,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0207,45
10543,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0211,45
10544,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0227,78
10545,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0229,58
10546,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0232,68
10547,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0233,55
10548,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0237,78
10549,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0258,65
10550,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0268,45
10551,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0274,68
10552,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0275,35
10553,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0277,45
10554,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0288,68
10555,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0291,65
10556,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0307,62
10557,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0308,68
10558,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0317,45
10559,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0325,78
10560,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0327,75
10561,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0334,68
10562,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0336,75
10563,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0338,35
10564,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0342,68
10565,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0349,55
10566,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0356,55
10567,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0358,68
10568,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0363,68
