profile_id,condition,gender,age_band,race,education,income,party,trust_multidimensional,trust_competence_1,trust_competence_2,trust_competence_3,trust_integrity_1,trust_integrity_2,trust_integrity_3,trust_benevolence_1,trust_benevolence_2,trust_benevolence_3,trust_openness_1,trust_openness_2,trust_openness_3,trust_post,distrust_post,funding_perceptions,policy_role_mean,inst_trust_mean,belief_post,concern_mean,policy_general,policy_specific_mean,behavior_mean,donation_ams,newsletter_signup
c13p0639,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,77.33333333333334,75,82,85,78,78,78,78,78,78,75,78,65,78,25,65,74.25,50.4,78,79.33333333333333,78,74.28571428571429,45.0,6,0
c13p0640,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,69.58333333333333,68,75,78,68,75,68,75,75,72,68,68,45,72,25,65,68.25,50.2,75,67.0,75,63.0,36.666666666666664,10,0
c13p0655,Corporate reliance,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,77.08333333333334,75,82,82,78,78,78,78,78,75,78,78,65,75,25,55,71.75,62.2,78,72.66666666666667,75,67.42857142857143,40.0,10,0
c13p0656,Corporate reliance,Male,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,74.58333333333333,78,75,78,72,78,75,78,78,75,75,68,65,72,25,55,71.5,65.0,78,72.66666666666667,75,71.57142857142857,43.333333333333336,2,0
c13p0658,Corporate reliance,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,71.25,68,78,78,75,78,68,75,75,75,65,75,45,75,25,65,67.5,45.0,75,68.33333333333333,75,56.42857142857143,29.166666666666668,10,0
c13p0661,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,71.5,65,78,78,68,72,68,78,78,72,68,68,65,65,25,55,71.5,50.2,78,70.33333333333333,75,65.85714285714286,41.666666666666664,1,0
c13p0669,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,78.83333333333334,78,82,85,78,82,78,85,85,78,75,75,65,78,15,55,76.75,69.0,85,80.66666666666667,78,74.0,48.333333333333336,10,0
c13p0670,Corporate reliance,Female,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,66.16666666666666,65,68,68,65,68,68,78,68,68,68,65,45,65,35,55,70.0,47.0,68,68.33333333333333,65,66.85714285714286,41.666666666666664,1,0
c13p0672,Corporate reliance,Female,45-59,Other,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,75.33333333333333,78,78,82,78,78,78,78,78,78,75,78,45,78,25,65,68.25,61.6,78,74.0,75,67.85714285714286,40.0,10,0
c13p0674,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.91666666666667,78,82,82,78,78,78,78,82,78,78,78,65,78,25,65,74.25,68.2,82,77.0,78,74.28571428571429,48.833333333333336,6,0
c13p0678,Corporate reliance,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,78.5,78,82,85,78,82,78,78,82,78,78,78,65,78,25,55,75.0,69.8,82,79.33333333333333,78,74.71428571428571,47.166666666666664,6,0
c13p0683,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,76.75,75,82,78,78,78,78,78,78,78,75,78,65,78,25,65,70.0,63.6,78,72.66666666666667,75,70.42857142857143,37.5,10,0
c13p0686,Corporate reliance,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,69.08333333333334,68,72,78,68,72,68,75,75,68,65,65,55,68,35,65,70.75,49.6,68,69.33333333333333,72,68.28571428571429,41.666666666666664,6,0
c13p0687,Corporate reliance,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,79.08333333333334,78,85,82,78,82,78,85,85,78,75,78,65,78,25,65,75.75,68.4,85,79.33333333333333,78,76.0,43.333333333333336,10,0
c13p0698,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,72.83333333333333,68,78,78,68,78,68,75,78,75,68,75,65,72,25,65,68.25,59.6,75,70.33333333333333,75,67.28571428571429,40.0,10,0
c13p0700,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,70.08333333333333,68,78,78,68,75,68,75,78,72,68,68,45,72,25,65,69.0,50.2,75,73.66666666666667,75,67.28571428571429,38.333333333333336,10,0
c13p0703,Corporate reliance,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,73.08333333333333,65,78,78,68,78,68,78,78,78,65,78,65,72,25,65,68.25,59.6,75,61.666666666666664,75,64.28571428571429,34.166666666666664,10,0
c13p0718,Corporate reliance,Male,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,74.0,68,78,78,78,78,78,75,75,78,65,72,65,75,35,65,72.0,51.6,78,72.66666666666667,68,70.71428571428571,43.333333333333336,7,0
c13p0744,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,78.83333333333334,78,82,85,78,82,78,82,82,78,78,78,65,78,25,65,76.0,69.6,85,77.0,78,74.71428571428571,45.0,6,0
c13p0745,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,76.66666666666667,75,78,78,78,78,78,78,78,78,78,78,65,75,25,55,73.75,52.2,78,72.66666666666667,75,67.85714285714286,43.333333333333336,1,0
c13p0753,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,64.83333333333333,65,68,68,62,68,68,65,68,68,65,68,45,62,35,65,62.5,46.4,68,58.333333333333336,65,63.57142857142857,36.666666666666664,2,0
c13p0770,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,77.33333333333334,75,82,82,78,78,78,78,78,78,78,78,65,78,25,55,74.25,67.4,82,74.66666666666667,78,73.28571428571429,46.666666666666664,4,0
c13p0771,Corporate reliance,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,76.66666666666667,78,78,78,78,78,78,78,78,78,75,78,65,75,25,65,72.5,63.6,78,79.33333333333333,78,73.57142857142857,43.333333333333336,2,0
c13p0777,Corporate reliance,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,82.41666666666667,75,88,88,82,88,82,88,88,85,78,82,65,85,15,75,79.0,67.0,92,87.33333333333333,85,76.71428571428571,48.333333333333336,7,0
c13p0779,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,76.91666666666667,78,78,78,78,78,78,78,78,78,78,78,65,78,25,65,73.25,67.0,78,73.66666666666667,78,71.28571428571429,41.666666666666664,10,0
c13p0780,Corporate reliance,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,64.83333333333333,68,65,68,68,68,65,68,68,65,65,65,45,65,35,65,61.75,47.0,68,58.333333333333336,65,60.714285714285715,36.666666666666664,2,0
c13p0783,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,69.33333333333333,72,78,78,68,75,68,75,75,68,65,65,45,68,25,65,69.5,50.2,78,69.33333333333333,75,67.28571428571429,36.666666666666664,2,0
c13p0785,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,75.08333333333333,75,78,78,72,78,78,78,78,75,78,68,65,72,25,55,71.5,51.0,78,72.66666666666667,75,66.28571428571429,43.333333333333336,1,0
c13p0786,Corporate reliance,Female,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,63.75,65,68,68,65,68,55,68,68,65,65,65,45,62,35,75,65.0,44.0,65,61.666666666666664,65,65.0,36.666666666666664,2,0
c13p0794,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,59.416666666666664,55,68,68,65,65,62,65,65,55,45,65,35,55,35,65,60.0,41.0,55,51.666666666666664,45,53.57142857142857,25.833333333333332,10,0
c13p0798,Corporate reliance,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,63.83333333333333,65,68,78,65,65,65,65,65,65,65,65,35,55,25,65,57.5,35.0,65,58.333333333333336,65,56.42857142857143,20.833333333333332,10,0
c13p0800,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.91666666666667,78,85,82,78,78,75,78,82,78,78,78,65,78,25,65,75.25,67.0,78,76.0,75,70.42857142857143,45.0,2,0
c13p0820,Corporate reliance,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,64.08333333333333,68,68,68,65,65,62,65,65,68,65,65,45,55,35,75,60.75,47.0,68,58.333333333333336,65,65.0,33.333333333333336,1,0
c13p0841,Corporate reliance,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,72.58333333333334,65,78,78,78,78,75,78,78,72,68,78,45,75,25,75,68.25,61.0,75,61.666666666666664,65,62.142857142857146,35.0,1,0
c13p0849,Corporate reliance,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,72.08333333333334,68,78,78,68,78,72,78,78,72,68,72,55,72,25,65,70.75,61.6,78,69.33333333333333,65,67.71428571428571,41.666666666666664,2,0
c13p0862,Corporate reliance,Male,30-44,Other,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,82.08333333333334,78,88,88,85,85,85,85,85,85,78,78,65,85,15,65,78.25,71.8,85,82.66666666666667,85,77.85714285714286,51.666666666666664,6,0
c13p0867,Corporate reliance,Female,45-59,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,77.66666666666667,78,78,82,78,82,78,75,85,78,75,78,65,78,25,55,75.75,65.0,85,79.33333333333333,78,74.57142857142857,46.666666666666664,10,0
c13p0869,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,78.83333333333334,78,82,82,78,82,78,85,85,78,75,75,68,78,25,65,76.75,67.0,85,76.0,78,70.85714285714286,45.5,10,0
c13p0872,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,78.50000000000001,78,82,82,78,78,78,85,82,78,78,78,65,78,25,65,75.75,68.4,78,79.33333333333333,78,75.0,43.833333333333336,10,0
c13p0880,Corporate reliance,Female,30-44,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,76.16666666666667,78,78,78,78,78,78,75,75,78,75,78,65,75,25,65,72.5,61.0,78,72.66666666666667,75,68.28571428571429,41.666666666666664,10,0
c13p0891,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,73.08333333333334,68,78,78,68,78,78,78,78,75,68,75,55,72,25,65,71.5,62.2,78,70.33333333333333,75,63.0,40.0,1,0
c13p0916,Corporate reliance,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,78.5,78,82,85,78,82,78,78,82,78,78,78,65,78,25,65,71.5,65.0,85,77.0,78,70.85714285714286,45.0,10,0
c13p0917,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,78.16666666666667,78,82,82,78,78,78,78,85,78,78,75,68,78,25,55,76.75,69.0,85,76.0,78,72.14285714285714,47.166666666666664,4,0
c13p0919,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,79.83333333333334,78,88,85,78,82,78,85,85,78,78,78,65,78,25,65,75.0,67.6,85,79.33333333333333,78,74.71428571428571,45.0,6,0
c13p0922,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,69.33333333333333,65,78,78,65,78,68,75,75,72,65,68,45,72,25,65,68.25,59.6,75,65.0,75,64.28571428571429,35.833333333333336,10,0
c13p0925,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,75.33333333333333,75,78,78,78,78,78,78,78,75,75,68,65,72,25,55,73.25,61.0,78,72.66666666666667,75,66.28571428571429,41.666666666666664,4,0
c13p0927,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,77.66666666666667,78,82,82,78,78,78,78,82,78,75,78,65,75,25,65,75.75,67.8,78,79.33333333333333,78,73.57142857142857,43.333333333333336,2,0
c13p0929,Corporate reliance,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,71.66666666666667,68,78,78,72,78,72,75,75,72,65,72,55,72,25,65,70.75,61.0,78,61.666666666666664,68,65.42857142857143,38.333333333333336,2,0
c13p0930,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,77.75000000000001,75,82,85,75,75,78,85,85,78,75,75,65,75,25,75,75.0,53.0,78,71.66666666666667,75,66.42857142857143,40.0,10,0
c13p0931,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,64.41666666666666,65,68,68,62,68,62,72,68,65,65,65,45,65,35,55,61.5,47.0,68,51.666666666666664,65,59.285714285714285,30.0,1,0
c13p0933,Corporate reliance,Female,30-44,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,72.66666666666667,68,78,78,78,78,72,75,75,72,65,78,55,72,25,65,67.5,50.2,78,71.66666666666667,68,66.85714285714286,41.666666666666664,10,0
c13p0934,Corporate reliance,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,67.0,68,75,78,68,68,65,68,68,65,68,68,45,68,25,55,60.75,47.0,68,51.666666666666664,65,56.857142857142854,31.666666666666668,10,0
c13p0936,Corporate reliance,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.5,78,78,78,78,78,78,78,82,78,78,78,68,78,25,65,74.25,67.6,82,77.0,78,72.57142857142857,48.833333333333336,6,1
c13p0938,Corporate reliance,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,77.66666666666667,78,82,82,78,78,78,78,82,78,75,78,65,78,25,65,74.0,67.0,78,73.66666666666667,78,72.28571428571429,41.666666666666664,10,0
c13p0939,Corporate reliance,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,71.5,65,78,78,68,72,68,78,78,72,68,68,65,68,35,55,71.5,59.6,75,61.666666666666664,65,64.42857142857143,38.333333333333336,1,0
c13p0946,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,69.0,65,78,72,68,72,68,78,78,68,68,68,45,65,35,55,71.5,50.2,75,69.33333333333333,75,65.85714285714286,43.333333333333336,4,0
c13p0951,Corporate reliance,Male,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,70.66666666666667,68,78,78,68,68,72,75,75,75,68,68,55,72,25,65,70.75,52.2,75,72.66666666666667,75,69.14285714285714,45.0,1,0
c13p0956,Corporate reliance,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,76.16666666666667,78,78,78,78,78,78,78,78,78,75,75,62,78,25,55,74.25,66.2,78,73.66666666666667,78,70.14285714285714,42.166666666666664,4,0
c13p0962,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,79.50000000000001,78,88,88,78,78,78,85,85,78,75,78,65,82,15,65,74.25,63.0,85,71.66666666666667,75,67.14285714285714,33.333333333333336,6,0
c13p0963,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,77.0,78,78,78,78,78,78,78,82,78,75,78,65,78,25,55,72.5,67.6,78,76.0,78,70.57142857142857,47.666666666666664,10,0
c13p0969,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,72.91666666666667,75,78,78,78,78,78,75,75,75,65,75,45,75,25,65,67.5,52.4,78,71.66666666666667,75,59.285714285714285,36.666666666666664,10,0
c13p0972,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,69.0,68,78,68,68,68,72,75,75,65,68,68,55,68,25,65,70.75,52.2,75,69.33333333333333,65,65.42857142857143,38.333333333333336,10,0
c13p0975,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,71.0,68,78,78,78,78,68,75,75,72,65,72,45,75,25,65,67.5,47.6,75,71.66666666666667,75,65.0,34.166666666666664,10,0
c13p0985,Corporate reliance,Female,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,64.66666666666666,65,68,72,65,68,68,65,65,65,65,65,45,65,35,65,65.0,39.0,68,61.666666666666664,68,66.42857142857143,34.166666666666664,1,0
c13p0993,Corporate reliance,Male,30-44,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,79.00000000000001,78,85,85,78,78,78,85,85,78,75,78,65,75,15,65,74.25,62.4,75,75.0,75,74.28571428571429,40.833333333333336,10,0
c13p0996,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,69.5,65,78,78,68,72,68,78,78,68,68,68,45,65,35,55,70.25,59.0,78,64.0,72,65.42857142857143,40.0,4,0
c13p1011,Corporate reliance,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,67.08333333333333,65,68,78,65,68,68,75,72,68,65,68,45,68,25,65,67.5,45.0,68,61.666666666666664,68,60.714285714285715,32.5,10,0
c13p1017,Corporate reliance,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,69.25,65,78,78,68,72,68,78,75,68,68,68,45,65,25,55,66.25,61.6,75,51.666666666666664,75,59.285714285714285,30.0,1,0
c13p1020,Corporate reliance,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,76.41666666666667,75,78,78,78,78,78,78,78,75,78,78,65,75,25,55,71.25,62.2,78,70.33333333333333,75,61.57142857142857,40.0,10,0
c13p1022,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,79.33333333333334,78,85,85,78,82,78,82,85,78,78,78,65,78,25,65,73.5,67.6,85,77.0,78,73.28571428571429,45.0,10,0
c13p1024,Corporate reliance,Female,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,62.75,65,68,68,55,68,62,65,65,62,65,65,45,55,35,65,62.5,39.0,65,55.0,65,53.57142857142857,28.333333333333332,10,0
c13p1027,Corporate reliance,Male,30-44,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,80.50000000000001,78,85,88,82,82,82,85,85,78,78,78,65,78,25,65,77.5,71.0,85,82.66666666666667,85,75.57142857142857,50.0,6,0
c13p1028,Corporate reliance,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,83.83333333333333,85,88,88,85,85,85,85,92,85,78,85,65,88,15,65,80.0,75.6,88,84.0,85,76.14285714285714,48.333333333333336,10,0
c13p1029,Corporate reliance,Female,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,63.25,55,68,68,62,65,62,65,68,68,65,68,45,55,35,65,60.0,35.0,68,59.333333333333336,68,60.714285714285715,34.166666666666664,1,0
c13p1032,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,74.75,75,78,78,75,78,68,78,78,78,68,78,65,75,25,65,69.0,51.6,75,72.66666666666667,75,68.57142857142857,41.666666666666664,10,0
c13p1040,Corporate reliance,Male,30-44,Other,Bachelor's degree,"$56,000 to $99,999",Independent,77.41666666666667,75,82,82,78,78,78,78,82,78,75,78,65,75,25,65,73.5,63.0,85,75.0,78,73.28571428571429,41.666666666666664,10,0
c13p1047,Corporate reliance,Male,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,67.16666666666666,55,75,75,65,68,65,75,75,75,65,68,45,68,35,55,64.25,43.0,75,71.66666666666667,75,69.0,38.333333333333336,10,0
c13p1048,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,69.5,65,78,78,68,72,68,78,78,68,68,68,45,65,25,65,69.0,59.0,68,59.333333333333336,65,64.42857142857143,33.333333333333336,1,0
c13p1053,Corporate reliance,Female,30-44,Other,Some college or Associate's degree,"$30,000 to $55,999",Democrat,68.41666666666667,68,68,78,68,68,68,72,72,68,68,68,55,68,35,55,70.0,51.0,75,65.0,68,65.42857142857143,36.666666666666664,2,0
c13p1057,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,69.83333333333333,68,75,78,68,78,65,75,78,75,68,65,45,68,25,65,70.0,47.6,75,72.66666666666667,75,68.57142857142857,43.333333333333336,2,0
c13p1058,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,74.25,75,75,78,78,78,75,78,78,75,68,68,65,75,25,55,71.5,52.4,78,72.66666666666667,75,66.42857142857143,43.333333333333336,2,0
c13p1063,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,68.16666666666667,65,78,78,65,68,68,78,75,68,65,65,45,65,25,55,67.5,43.0,75,68.33333333333333,75,59.285714285714285,35.0,1,0
c13p1064,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,79.33333333333334,78,85,85,78,82,78,85,85,78,75,78,65,78,25,55,76.25,65.0,82,75.0,75,70.71428571428571,42.5,10,0
c13p1065,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,66.5,68,72,78,68,68,65,68,68,65,68,65,45,68,25,65,65.0,50.2,72,61.666666666666664,65,61.142857142857146,36.666666666666664,2,0
c13p1069,Corporate reliance,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,69.08333333333333,65,78,78,65,75,68,75,75,75,65,65,45,65,25,65,68.25,46.4,75,65.0,75,64.28571428571429,35.833333333333336,10,0
c13p1072,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,78.50000000000001,78,85,82,78,78,78,82,82,78,78,78,65,78,25,55,75.25,67.0,78,76.0,75,71.14285714285714,45.0,2,0
c13p1073,Corporate reliance,Male,45-59,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,74.33333333333333,75,78,78,72,78,72,78,78,75,78,68,62,72,35,55,73.25,63.0,78,73.66666666666667,78,72.0,45.0,4,0
c13p1075,Corporate reliance,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,77.66666666666667,78,78,82,78,82,78,78,85,75,75,78,65,78,20,65,73.75,62.2,78,75.0,75,67.42857142857143,40.0,10,0
c13p1076,Corporate reliance,Female,18-29,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,63.833333333333336,65,68,68,65,65,65,65,65,65,65,65,45,62,35,55,60.0,37.0,68,61.666666666666664,65,65.0,33.333333333333336,1,0
c13p1083,Corporate reliance,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,67.58333333333333,68,68,75,65,68,68,75,75,68,68,68,45,68,25,65,67.5,47.0,72,61.666666666666664,68,64.0,34.166666666666664,10,0
c13p1089,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,79.08333333333334,75,85,82,78,82,78,85,85,78,78,78,65,78,25,55,77.5,65.0,85,79.33333333333333,85,74.57142857142857,46.666666666666664,10,0
c13p1093,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,78.25000000000001,78,85,82,78,78,75,82,82,78,78,78,65,78,25,65,77.75,67.6,78,76.0,75,73.28571428571429,45.0,2,0
c13p1096,Corporate reliance,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,76.75,75,82,78,78,78,78,78,78,78,75,78,65,78,25,55,73.25,67.6,78,75.0,78,72.71428571428571,41.666666666666664,10,0
c13p1100,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,74.58333333333333,75,78,78,72,78,78,78,78,75,75,65,65,75,25,75,71.25,51.6,78,75.0,75,73.14285714285714,40.0,1,0
c13p1106,Corporate reliance,Female,30-44,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,76.66666666666667,75,78,78,78,78,78,78,78,78,78,78,65,75,25,55,74.25,61.6,78,77.0,78,75.0,46.666666666666664,4,0
c13p1107,Corporate reliance,Female,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,67.75,68,68,72,65,72,68,75,75,68,65,72,45,65,25,65,65.0,57.0,68,55.0,65,59.285714285714285,33.333333333333336,2,0
c13p1113,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,76.25,75,82,78,78,78,78,75,78,78,75,75,65,75,25,65,71.75,47.6,75,65.0,75,68.57142857142857,38.333333333333336,6,0
c13p1117,Corporate reliance,Male,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican,63.33333333333333,65,75,65,65,65,65,65,65,65,65,65,35,55,25,35,60.0,32.0,65,48.333333333333336,65,50.714285714285715,21.666666666666668,10,0
c13p1120,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,71.91666666666667,72,78,78,72,78,68,75,75,72,68,65,62,68,25,65,70.0,50.2,78,71.33333333333333,75,68.71428571428571,40.0,2,0
c13p1134,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,75.08333333333333,75,78,78,72,78,78,78,78,75,78,68,65,72,25,55,71.5,51.6,78,72.66666666666667,75,66.28571428571429,43.333333333333336,4,0
c13p1136,Corporate reliance,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,65.33333333333333,65,68,68,62,68,68,68,68,68,68,68,45,62,35,55,62.25,46.4,68,52.666666666666664,68,59.714285714285715,33.333333333333336,1,0
c13p1138,Corporate reliance,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,76.16666666666667,78,78,78,78,78,75,78,78,75,78,75,65,78,25,55,72.5,65.6,78,72.66666666666667,75,69.71428571428571,43.333333333333336,2,0
c13p1144,Corporate reliance,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,68.0,68,75,75,65,75,65,75,75,68,65,65,45,65,25,75,69.25,43.0,75,75.0,75,71.14285714285714,38.333333333333336,10,0
c13p1145,Corporate reliance,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,81.83333333333334,78,88,88,85,85,82,85,85,85,78,78,65,85,15,65,77.5,72.4,85,81.66666666666667,85,76.0,48.333333333333336,10,0
c13p1147,Corporate reliance,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,82.16666666666667,82,88,88,88,88,82,85,85,82,75,78,65,85,15,65,76.75,73.0,88,82.66666666666667,85,76.0,47.5,10,0
c13p1148,Corporate reliance,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,79.33333333333334,78,82,85,78,82,78,85,85,78,78,78,65,78,25,65,77.5,69.6,85,81.66666666666667,78,74.71428571428571,45.0,6,0
c13p1154,Corporate reliance,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,81.0,78,88,88,85,85,78,85,85,82,75,78,65,85,15,65,76.75,71.0,85,81.66666666666667,85,74.57142857142857,45.833333333333336,10,0
